ID;SEG_ID;PATH_VERSION_ID;LENGTH;PTSG_ORDER
1619099;4542;155490;3650;1
1624915;9530;1614891;2980;1
1614485;9445;400241;2590;1
1614487;7927;400241;1910;2
1614489;7929;400241;2490;3
1614491;7930;400243;2570;1
1620258;7725;172168;5000;1
1614493;7928;400243;1820;2
1614495;9446;400243;3470;3
1614529;7932;178191;2350;1
1614531;7930;178191;2570;2
1614533;7928;178191;1820;3
1614535;11345;178390;2000;1
1620259;7726;172168;5000;2
1624916;13253;1614891;2660;2
1614513;7932;174171;2350;1
1614515;7930;174171;2570;2
1614517;7928;174171;1820;3
1614519;9446;174171;3470;4
1614521;7932;178391;2350;1
1614523;7930;178391;2570;2
1614525;7928;178391;1820;3
1614527;11346;178391;2000;4
1614537;7927;178390;1910;2
1614539;7929;178390;2490;3
1614541;7931;178390;2620;4
1620336;10625;175810;7900;1
1625033;7312;1613147;2860;1
1625017;806235;1613098;8000;1
1624956;9530;1615030;2980;1
1624957;13251;1615030;2660;2
1625015;10786;176011;10200;1
1622640;8036;1612487;2960;1
1622641;4;1612487;3010;2
1625016;806234;1613099;7300;1
1621601;806014;1612846;10000;1
1621602;806015;1612847;10000;1
1622642;805715;1612487;3000;3
1614569;8036;176274;2960;1
1614571;4;176274;3010;2
1625018;807818;1615090;7800;1
1625019;807819;1615091;7100;1
1625034;7790;1613147;1640;2
1625035;7788;1613147;1920;3
1625036;805293;1613147;3040;4
1625353;807998;1615290;4900;1
1625133;8666;1615210;1710;1
1625134;8645;1615210;3180;2
1625135;5668;1615211;2960;1
1625136;8665;1615211;1470;2
1622626;8106;1613347;3000;1
1622627;806457;1613347;3100;2
1622628;806455;1613347;6200;3
1614877;8407;177890;1210;1
1614879;11985;177890;2060;2
1614881;11986;177890;2390;3
1614883;8413;177890;3210;4
1614885;8414;172678;3460;1
1614887;8412;172678;2330;2
1614889;8410;172678;2000;3
1614891;8408;172678;1210;4
1622685;13217;1612005;6230;1
1622686;13215;1612005;1260;2
1622629;806580;1613347;3000;4
1622630;9846;1613347;2700;5
1622631;805432;1612084;2980;1
1622687;805333;1612005;3220;3
1622688;13217;400763;6230;1
1622689;13215;400763;1260;2
1622690;805332;1612004;3720;1
1622691;13214;1612004;1500;2
1622632;8031;1612084;750;2
1622633;8033;1612084;3040;3
1622634;8035;1612084;2940;4
1622635;8033;176273;3040;1
1622636;8035;176273;2940;2
1622637;805714;1612486;3000;1
1622638;8033;1612486;3040;2
1620302;401293;1611584;2020;1
1620303;401291;1611584;890;2
1620304;401287;1611584;650;3
1620305;7927;178190;1910;1
1620306;7929;178190;2490;2
1620307;7931;178190;2620;3
1622639;8035;1612486;2940;3
1621874;806216;1613069;5000;1
1621875;806217;1613070;5000;1
1623661;10585;1614166;1850;1
1623321;400527;1613808;4350;1
1622681;806315;1613187;2140;1
1615089;7898;179798;2360;1
1615091;7899;179798;2650;2
1615093;7900;179798;3020;3
1615095;7897;179798;1840;4
1622682;8269;1613187;1910;2
1622683;9505;1613187;4480;3
1622692;13216;1612004;6180;3
1622693;13215;1612006;1260;1
1622694;805333;1612006;3220;2
1622695;13214;400761;1500;1
1622696;13216;400761;6180;2
1622705;9729;179670;2570;1
1622706;9730;179670;2520;2
1622707;8279;179670;1460;3
1622708;9729;179653;2570;1
1622709;9730;179653;2520;2
1622710;8279;179653;1460;3
1622711;8273;179653;3180;4
1622712;8274;179653;1530;5
1622713;8275;179653;380;6
1622781;806454;1613526;6700;1
1622782;806456;1613526;3900;2
1622783;8105;1613526;2900;3
1622784;8106;1613527;3000;1
1622785;806457;1613527;3100;2
1622786;806455;1613527;6200;3
1622921;806654;1613606;5800;1
1622941;806674;1613626;3070;1
1622942;806675;1613626;1760;2
1622943;7898;1613627;2360;1
1622944;7899;1613627;2650;2
1622945;806674;1613627;3070;3
1622946;806675;1613627;1760;4
1622961;9847;1613646;3500;1
1622962;806454;1613646;6700;2
1622963;806455;1613647;6200;1
1622964;12408;1613647;2900;2
1623081;13252;1613766;2280;1
1623082;9827;1613766;1860;2
1623083;8089;1613766;2490;3
1623084;525;1613767;2290;1
1623085;9828;1613767;2070;2
1623086;13253;1613767;2660;3
1623101;400737;1613786;4140;1
1623102;7319;1613786;2490;2
1623103;525;1613787;2290;1
1623104;400739;1613787;4730;2
1623105;806754;1613788;6000;1
1623662;8180;1614166;2610;2
1623663;8182;1614166;2610;3
1623664;807014;1614166;1000;4
1623665;807015;1614167;1000;1
1624782;807735;1614927;5700;1
1624881;7993;1615006;3310;1
1624882;7995;1615006;2070;2
1624883;11625;1615006;2480;3
1623322;400523;1613808;2470;2
1623323;11886;1613808;2020;3
1623324;806777;1613808;4360;4
1623325;806775;1613808;5130;5
1623666;8183;1614167;2550;2
1623667;8181;1614167;2760;3
1623668;10586;1614167;1610;4
1623669;807016;1614168;5000;1
1623670;807017;1614169;5000;1
1623729;806458;1614228;5300;1
1623730;807082;1614228;6000;2
1623731;806461;1614228;3500;3
1623732;12405;1614229;2400;1
1623733;12407;1614229;3500;2
1623734;806458;1614229;5300;3
1623735;807082;1614229;6000;4
1623736;806461;1614229;3500;5
1623737;806460;1614230;6580;1
1623738;807083;1614230;5400;2
1623739;806459;1614230;4090;3
1623740;12408;1614230;2900;4
1622983;806694;1613668;5000;1
1623601;806954;1614106;5300;1
1623741;12128;1614230;2320;5
1624781;807734;1614926;4900;1
1624884;11427;1615006;2620;4
1624885;807794;1615006;1000;5
1624886;807775;1615007;1000;1
1624887;7932;1615007;2350;2
1624888;11626;1615007;2470;3
1624889;8050;1615007;2060;4
1624890;7994;1615007;2470;5
1623181;7898;1613846;2360;1
1623182;7899;1613846;2650;2
1623183;806674;1613846;3070;3
1623184;805855;1613866;8000;1
1625515;139;173648;5500;1
1625516;10;173649;6000;1
1623981;807274;1614446;5500;1
1623982;7851;1614446;3720;2
1623983;7853;1614446;3390;3
1623984;7854;1614447;2710;1
1623985;7852;1614447;3570;2
1623986;807275;1614447;5500;3
1623987;807276;1614448;5500;1
1623988;7851;1614448;3720;2
1623989;7873;1614448;2870;3
1624201;7305;1614566;2640;1
1624202;400481;1614566;2530;2
1624203;400485;1614566;2490;3
1624001;11245;1614466;950;1
1624002;807294;1614466;2000;2
1624003;807274;1614466;5500;3
1624004;7851;1614466;3720;4
1623381;12407;1613906;3500;1
1623382;806458;1613906;5300;2
1619776;805132;1611784;1500;1
1619777;7787;1611784;1880;2
1619778;7789;1611784;1710;3
1619779;7791;1611784;2680;4
1619780;7793;1611784;2520;5
1619781;9266;1611785;2890;1
