ID;CODE;COLOR;DEPOTS;SCHEDULE_ID
3979103;6;16719310;0;12181021
3979104;7;16307560;0;12181021
3979401;1;16751530;0;12181079
3972313;3;12968836;0;12178929
3954145;12;1264071;0;12162551
3972314;4;4574882;0;12178929
3972315;5;14572931;0;12178929
3972316;6;11725917;0;12178929
3979402;2;16636781;0;12181079
3979403;3;15526590;0;12181079
3972317;7;15788177;0;12178929
3972318;8;10322362;0;12178929
3979404;4;11202769;0;12181079
3980077;1;14501010;0;12181373
3980078;2;16612462;0;12181373
3982038;5;11822925;0;12182960
3982039;6;7798650;0;12182960
3982040;7;16525383;0;12182960
3982041;8;15702186;0;12182960
3983443;1;1668306;0;12183427
3983444;2;12964070;0;12183427
3983445;3;16722731;0;12183427
3983446;4;1409144;0;12183427
3983447;5;16774223;0;12183427
3972319;9;11581382;0;12178929
3972320;10;16764843;0;12178929
3972521;1;3295922;0;12178982
3972522;2;1879160;0;12178982
3972523;3;15367773;0;12178982
3972524;4;3911823;0;12178982
3972525;5;16753475;0;12178982
3954146;13;10156484;0;12162551
3983282;1;11581382;0;12183397
3954147;14;16730476;0;12162551
3983283;2;6125259;0;12183397
3894927;1;13092807;0;12094275
3968316;3;16666330;0;12176710
3972555;1;1879160;0;12178985
3972556;2;16525383;0;12178985
3972557;3;16756290;0;12178985
3972558;4;12805317;0;12178985
3972658;1;6579429;0;12179006
3972659;2;10592673;0;12179006
3972661;3;15585692;0;12179006
3968317;4;12968836;0;12176710
3968318;1;7188097;0;12176710
3968319;1;11068576;0;12176711
3972662;4;3911823;0;12179006
3972807;1;7229792;0;12179055
3972808;2;1409144;0;12179055
3972809;3;16542853;0;12179055
3958279;4;16637414;0;12166729
3958280;5;14060121;0;12166729
3955866;2;16752777;0;12163871
3958281;6;16728996;0;12166729
3955818;1;16760025;0;12163863
3955819;2;1668306;0;12163863
3955820;3;16764843;0;12163863
3955821;4;10322362;0;12163863
3973089;1;16722731;0;12179178
3973092;4;16542853;0;12179178
3973093;5;16774223;0;12179178
3973094;6;3193487;0;12179178
3973090;2;1139892;0;12179178
3973091;3;16426860;0;12179178
3973112;1;16443317;0;12179181
3973113;2;6724044;0;12179181
3973114;3;12344664;0;12179181
3973115;4;16208788;0;12179181
3973116;5;7424803;0;12179181
3973117;6;8890731;0;12179181
3973118;7;15788177;0;12179181
3973128;9;11331054;0;12179181
3973152;1;16764744;0;12179187
3973153;2;10478271;0;12179187
3973154;3;15367773;0;12179187
3973155;4;16741688;0;12179187
3973156;5;6125259;0;12179187
3973197;8;16753475;0;12179192
3978316;1;16722731;0;12180670
3978317;2;2845892;0;12180670
3981840;5;255;0;12182910
3981841;6;7188097;0;12182910
3981842;8;8444651;0;12182910
3970131;1;16427002;0;12178113
3970132;2;15198094;0;12178113
3970133;3;6748151;0;12178113
3970134;4;16482045;0;12178113
3978280;1;1722486;0;12180662
3979585;1;8445919;0;12181160
3979294;1;16604755;0;12181050
3979295;2;13320532;0;12181050
3970172;1;2084555;0;12178118
3970173;2;16733001;0;12178118
3979586;2;16236023;0;12181160
3978281;2;14060121;0;12180662
3978282;3;16722731;0;12180662
3978283;4;1615797;0;12180662
3979638;1;10661328;0;12181168
3979639;2;7619272;0;12181168
3970174;3;13485506;0;12178118
3970175;4;16741688;0;12178118
3979640;3;12344664;0;12181168
3970176;5;16719310;0;12178118
3970177;6;14572931;0;12178118
3970178;7;16208788;0;12178118
3970179;8;10478271;0;12178118
3979641;4;15605837;0;12181168
3970180;9;9323909;0;12178118
3979642;5;1889186;0;12181168
3979754;1;16711202;0;12181208
3978284;5;16730320;0;12180662
3979755;2;6125259;0;12181208
3979756;3;16744265;0;12181208
3979840;1;16570741;0;12181240
3970181;10;16753780;0;12178118
3971042;1;16760025;0;12178336
3979841;2;7453816;0;12181240
3979872;4;11581382;0;12181121
3970317;1;15;0;12178153
3970673;1;16550316;0;12178252
3970674;2;1944790;0;12178252
3970675;3;2845892;0;12178252
3970676;4;16752777;0;12178252
3970677;5;1409144;0;12178252
3970746;1;15237762;0;12178261
3980017;8;16711680;0;12181306
3980134;11;13252455;0;12181527
3956117;4;16604755;0;12164054
3956118;3;10661328;0;12164054
3970747;2;5066194;0;12178261
3971043;2;10145515;0;12178336
3971044;3;16751530;0;12178336
3971045;4;9935530;0;12178336
3971046;5;7188097;0;12178336
3971114;4;9323909;0;12178357
3971115;1;13565725;0;12178359
3971116;2;16751530;0;12178359
3971433;1;7562941;0;12178564
3980135;12;9596590;0;12181527
3980185;1;9935530;0;12181535
3980186;2;16774223;0;12181535
3980187;3;10840399;0;12181535
3971434;2;1879160;0;12178564
3971435;3;1139892;0;12178564
3980188;4;15526590;0;12181535
3956481;2;14521461;0;12164452
3956482;1;16756290;0;12164452
3980189;5;16756290;0;12181535
3980190;6;10478271;0;12181535
3971436;4;16774223;0;12178564
3971437;5;16666330;0;12178564
3971940;1;16728996;0;12178699
3972494;1;2845892;0;12178979
3972495;2;8890731;0;12178979
3972496;3;7798650;0;12178979
3971944;2;16525383;0;12178699
3967905;1;16739914;0;12176112
3967906;2;2061822;0;12176112
3971945;3;1889186;0;12178699
3972497;4;16545021;0;12178979
3972498;5;16744265;0;12178979
3972499;6;13121626;0;12178979
3980204;1;7885225;0;12181538
3972500;7;16711202;0;12178979
3972501;8;1615797;0;12178979
3980205;2;16542853;0;12181538
3980206;3;7562941;0;12181538
3972502;1;16604755;0;12178980
3972503;2;15116503;0;12178980
3972504;3;1944790;0;12178980
3972505;4;16752777;0;12178980
3972506;5;7562941;0;12178980
3972507;6;1540205;0;12178980
3972508;7;13320532;0;12178980
3972509;8;14886251;0;12178980
3972839;1;16777062;0;12179062
3972840;2;11822925;0;12179062
3972841;3;10840399;0;12179062
3972842;4;16666330;0;12179062
3972843;5;12929932;0;12179062
3972844;6;10478271;0;12179062
3972845;7;16574595;0;12179062
3973199;1;1879160;0;12179193
3973200;2;2061822;0;12179193
3973201;3;12968836;0;12179193
3973202;4;16666330;0;12179193
3980207;4;16764744;0;12181538
3973203;5;3295922;0;12179193
3973204;6;16545021;0;12179193
3973205;7;1722486;0;12179193
3980208;1;13421772;0;12181539
132477;2;15783124;0;29418
132478;3;12500723;0;29418
132479;4;10545312;0;29418
132476;1;9369848;0;29418
3977982;1;1879160;0;12180574
3977983;2;16525383;0;12180574
3977984;3;16756290;0;12180574
3977985;4;12805317;0;12180574
3983259;1;13128136;0;12183381
3983260;2;15367773;0;12183381
3983469;1;9596590;0;12183435
3983470;2;16711202;0;12183435
3983471;3;16542853;0;12183435
3983472;1;11581382;0;12183436
3981013;1;16739914;0;12182239
3981014;2;2061822;0;12182239
3961773;1;14501010;0;12171149
3961774;2;16711202;0;12171149
3981468;1;16147631;0;12182760
3981469;2;13121626;0;12182760
3981470;3;10658512;0;12182760
3981471;4;15452127;0;12182760
3981472;5;9596590;0;12182760
3982447;5;15702186;0;12183035
3981473;6;1615797;0;12182760
3981474;7;16525383;0;12182760
3981475;8;10661328;0;12182760
3981476;9;16764744;0;12182760
3981477;10;16628916;0;12182760
3981478;11;10840399;0;12182760
3982448;6;16711680;0;12183035
147005;1;15238790;0;33581
147006;2;5395155;0;33581
147007;3;3455540;0;33581
147008;4;15000804;0;33581
147010;1;11981293;0;33582
147011;2;16239607;0;33582
147012;3;9495009;0;33582
147013;4;16438741;0;33582
1939011;2;15783124;0;6039305
1939013;3;12500723;0;6039305
1939015;4;10545312;0;6039305
3982449;7;255;0;12183035
3982655;7;255;0;12183106
3983473;2;16636781;0;12183436
3982169;1;16574595;0;12182997
3982170;2;9075037;0;12182997
3982171;3;7424803;0;12182997
3982172;4;16752777;0;12182997
3982173;5;16739914;0;12182997
3982174;6;16728996;0;12182997
3982175;7;16307560;0;12182997
3982176;8;16224167;0;12182997
3982177;9;7562941;0;12182997
3982178;10;15116503;0;12182997
3983474;3;15715768;0;12183436
3983475;4;2084555;0;12183436
3983476;5;2061822;0;12183436
3983711;1;6125259;0;12183564
3983712;2;16722731;0;12183564
3976387;15;2084555;0;12180125
3983713;3;11725917;0;12183564
3983714;4;7920610;0;12183564
3964283;4;16756290;0;12173315
3964280;1;15702186;0;12173315
3964281;2;10145515;0;12173315
3964282;3;15585692;0;12173315
3964284;5;7855591;0;12173315
3976388;2;15;0;12180126
3976389;4;16776960;0;12180126
3976390;5;8388863;0;12180126
3965075;1;7229792;0;12173852
3965076;2;16525383;0;12173852
3965077;3;1889186;0;12173852
3970080;1;16752777;0;12178105
3894925;1;13092807;0;12094273
3893823;1;13092807;0;12093163
3976391;6;16744448;0;12180126
3976392;7;16711935;0;12180126
3976393;1;4227327;0;12180126
175657;1;15132326;0;50541
175658;2;11060447;0;50541
3976394;3;16751530;0;12180126
3976395;8;13252455;0;12180126
3976396;9;7885225;0;12180126
3976397;11;16443317;0;12180126
3976398;12;7562941;0;12180126
3976399;13;16711202;0;12180126
3970081;2;1878473;0;12178105
3970082;3;15605837;0;12178105
3970083;4;14592648;0;12178105
3970084;5;16777062;0;12178105
3970085;6;3295922;0;12178105
3976400;14;13473141;0;12180126
3976401;15;2084555;0;12180126
3970086;7;1879160;0;12178105
3976413;1;13128136;0;12180205
3970229;1;7424803;0;12178128
3970230;2;12600463;0;12178128
3970231;3;16764744;0;12178128
3956460;2;14521461;0;12164443
3970232;4;3911823;0;12178128
3970233;5;16525383;0;12178128
3970234;6;1944790;0;12178128
3970357;1;16604755;0;12178167
190877;6;16110290;0;57341
190878;1;7697890;0;57341
190880;2;11382189;0;57341
190882;7;6133713;0;57341
190883;8;15773936;0;57341
190914;1;4970059;0;57361
190915;5;5419184;0;57361
190917;2;14277081;0;57361
190919;3;5605307;0;57361
190920;4;16564732;0;57361
190937;1;16448186;0;57381
190938;5;7973852;0;57381
190940;6;4639691;0;57381
190942;3;8684773;0;57381
190943;4;11463342;0;57381
1939157;1;7697890;0;6039331
1939161;2;11382189;0;6039331
1939163;3;13882262;0;6039331
1939167;8;15773936;0;6039331
3970334;1;15;0;12178159
3970358;2;13320532;0;12178167
3970359;3;14060121;0;12178167
3970360;4;16636341;0;12178167
3970361;5;16752777;0;12178167
3970362;6;16744265;0;12178167
3970363;7;1540205;0;12178167
3976493;1;3911823;0;12180325
3976494;2;15367773;0;12180325
3976495;3;16482045;0;12180325
3976496;4;9392285;0;12180325
3976497;5;16751530;0;12180325
3976498;6;16741688;0;12180325
3976133;1;9802124;0;12180022
3976134;2;10322362;0;12180022
3980613;1;16764744;0;12182045
3954132;10;16730476;0;12162549
3954133;11;16733001;0;12162549
3954134;1;7424803;0;12162549
3976135;3;4574882;0;12180022
3954135;2;2061822;0;12162549
3976499;7;16525383;0;12180325
1939207;8;11908533;0;6039341
3976136;4;9392285;0;12180022
3976137;5;16719310;0;12180022
3976138;6;3193487;0;12180022
3976139;7;16741688;0;12180022
3976500;8;13395558;0;12180325
3976501;9;16636781;0;12180325
3976502;10;16224167;0;12180325
3976503;11;16307560;0;12180325
1939225;1;16448186;0;6039345
1939227;5;7973852;0;6039345
1939229;2;15912946;0;6039345
1939231;6;4639691;0;6039345
1939233;7;16440797;0;6039345
1939235;3;8684773;0;6039345
1939257;1;4970059;0;6039349
1939273;1;4970059;0;6039351
1939275;5;5419184;0;6039351
1939277;6;15896720;0;6039351
1939279;2;14277081;0;6039351
1939281;7;12632302;0;6039351
3980614;2;10478271;0;12182045
3980615;3;15367773;0;12182045
3980616;4;16741688;0;12182045
3970103;1;15367773;0;12178109
3976504;12;16208788;0;12180325
3976505;13;14407634;0;12180325
3976506;14;16756290;0;12180325
3976507;15;2084555;0;12180325
3976508;16;10478271;0;12180325
3976828;1;12929932;0;12180406
3976829;2;16561365;0;12180406
3976830;3;12964070;0;12180406
3976831;4;14501010;0;12180406
3976832;5;891066;0;12180406
3976833;6;9596590;0;12180406
3977901;1;1540205;0;12180538
3983161;1;11581382;0;12183340
3977902;2;10592673;0;12180538
3977903;3;14060121;0;12180538
3977904;4;7885225;0;12180538
3978327;1;16307560;0;12180685
3978328;2;255;0;12180685
3978329;3;10658512;0;12180685
3978330;4;16711935;0;12180685
3978386;4;16730476;0;12180762
3978387;1;1540205;0;12180762
3978388;2;10478271;0;12180762
3978389;3;10322362;0;12180762
3978390;1;16666330;0;12180763
3970104;2;10840399;0;12178109
3978391;2;16542853;0;12180763
3978392;1;11725917;0;12180764
3978393;2;12236908;0;12180764
3980617;5;2061822;0;12182045
3970105;3;1722486;0;12178109
3970106;4;16755404;0;12178109
3970107;5;16426860;0;12178109
3970108;6;7855591;0;12178109
206465;1;15;0;64901
206466;2;8454143;0;64901
206467;3;8454016;0;64901
206468;4;255;0;64901
206469;5;16711680;0;64901
206470;6;10485760;0;64901
206471;7;12615935;0;64901
206472;8;8388863;0;64901
206473;9;4227200;0;64901
206474;10;16776960;0;64901
3970109;7;12964070;0;12178109
3970110;8;16604755;0;12178109
3970111;9;14501010;0;12178109
1939171;6;16110290;0;6039333
1939173;1;7697890;0;6039333
1939175;5;10480543;0;6039333
1939177;2;11382189;0;6039333
1939179;3;13882262;0;6039333
1939181;7;6133713;0;6039333
1939183;8;15773936;0;6039333
1939169;4;2268316;0;6039331
1939185;4;2268316;0;6039333
1939193;1;16448186;0;6039341
1939195;5;7973852;0;6039341
1939197;2;15912946;0;6039341
1939199;6;4639691;0;6039341
1939201;7;16440797;0;6039341
1939203;3;8684773;0;6039341
1939205;4;11463342;0;6039341
1939259;5;5419184;0;6039349
1939261;6;15896720;0;6039349
1939263;2;14277081;0;6039349
1939265;7;12632302;0;6039349
1939267;3;5605307;0;6039349
1939269;4;16564732;0;6039349
1939271;8;7916920;0;6039349
3955538;1;10145515;0;12163448
3955539;5;7453816;0;12163448
3955540;6;15189655;0;12163448
3955541;9;9596590;0;12163448
3966074;1;16730476;0;12174616
3966075;2;16751530;0;12174616
3966076;3;10145515;0;12174616
3966077;4;7229792;0;12174616
3966078;5;2061822;0;12174616
3970112;1;14501010;0;12178110
3970113;2;7798650;0;12178110
3970114;3;16760200;0;12178110
3970115;4;891066;0;12178110
3966080;1;16730476;0;12174617
3966081;2;16751530;0;12174617
3966082;3;10145515;0;12174617
3966083;4;7229792;0;12174617
3970116;5;15452127;0;12178110
3970117;6;16774223;0;12178110
3970118;7;16525383;0;12178110
3970119;8;12964070;0;12178110
3970120;9;16545021;0;12178110
3970365;1;16764744;0;12178168
3966084;5;2061822;0;12174617
3966085;6;12968836;0;12174617
3970366;2;10478271;0;12178168
3970367;3;14060121;0;12178168
3970368;4;9596590;0;12178168
3970369;5;14521461;0;12178168
3970370;6;13252455;0;12178168
3970371;7;891066;0;12178168
3970488;1;1722486;0;12178200
3970489;2;14060121;0;12178200
3970490;3;16722731;0;12178200
3970842;1;15367773;0;12178290
3970843;2;1139892;0;12178290
3970491;4;1615797;0;12178200
3970492;5;16730320;0;12178200
3970844;3;16666330;0;12178290
3970493;1;8445919;0;12178201
3970494;2;16236023;0;12178201
3970495;3;15977419;0;12178201
3970546;1;16307560;0;12178218
3970547;2;16774223;0;12178218
3970548;3;12600463;0;12178218
3970549;4;16443317;0;12178218
3970550;5;16570741;0;12178218
3970551;6;1722486;0;12178218
3970736;1;16574595;0;12178258
3970737;2;10322362;0;12178258
3970738;3;16719310;0;12178258
3970739;4;1139892;0;12178258
3970740;5;7188097;0;12178258
3970845;4;16722731;0;12178290
3970846;5;1540205;0;12178290
3978238;1;16363513;0;12180645
3978352;1;9392285;0;12180736
3978353;2;7798650;0;12180736
3978241;2;14060121;0;12180645
3978354;3;16147631;0;12180736
3978469;1;13477086;0;12180785
3978470;2;7920610;0;12180785
3978471;3;1722486;0;12180785
3978472;4;16612462;0;12180785
3978473;5;15585692;0;12180785
3977678;1;15720141;0;12180497
1939123;6;16110290;0;6039327
1939125;1;7697890;0;6039327
1939127;5;10480543;0;6039327
1939129;2;11382189;0;6039327
1939131;3;13882262;0;6039327
1939133;7;6133713;0;6039327
1939135;8;15773936;0;6039327
1939137;4;2268316;0;6039327
3977679;2;9075037;0;12180497
3977680;3;11331054;0;12180497
3977681;4;14407634;0;12180497
3977682;5;16711202;0;12180497
3977683;6;16745027;0;12180497
3977684;7;16753780;0;12180497
3977685;8;12344664;0;12180497
3977686;9;16719310;0;12180497
3977687;10;16482045;0;12180497
3977986;1;10478271;0;12180578
3977987;2;11581382;0;12180578
3977988;3;15788177;0;12180578
3977989;4;16756290;0;12180578
3977990;5;16570741;0;12180578
3978630;12;16542853;0;12180828
3978876;1;15605837;0;12180934
3962913;1;13477086;0;12172129
3980781;1;1615797;0;12182122
3962914;2;7562941;0;12172129
3980782;2;13395558;0;12182122
3980783;3;10658512;0;12182122
3977885;1;10661328;0;12180534
3977886;2;8890731;0;12180534
3977887;3;15452127;0;12180534
3962915;3;7424803;0;12172129
3978877;2;14501010;0;12180934
3978878;3;13121626;0;12180934
3962916;4;2845892;0;12172129
3962917;5;15367773;0;12172129
3978879;4;16733001;0;12180934
3978880;5;15116503;0;12180934
3978881;6;13565725;0;12180934
3978882;7;9802124;0;12180934
3978883;8;15585692;0;12180934
3978884;9;16570741;0;12180934
3979469;1;1668306;0;12181095
3892611;1;15;0;12092061
3979470;2;12964070;0;12181095
3979471;3;16722731;0;12181095
3979472;4;1409144;0;12181095
3956018;1;16760025;0;12163963
3956019;2;1668306;0;12163963
3979473;5;16774223;0;12181095
3979483;1;16550316;0;12181098
3979484;2;1944790;0;12181098
3979485;3;2845892;0;12181098
3979486;4;16752777;0;12181098
3979487;5;1409144;0;12181098
3979582;1;8445919;0;12181159
3979583;2;16236023;0;12181159
3956020;3;16764843;0;12163963
3956021;4;10322362;0;12163963
3979685;1;16525383;0;12181180
3979686;2;16756290;0;12181180
3979687;3;1139892;0;12181180
3980040;1;16574595;0;12181319
3979802;3;16741688;0;12181224
3979803;4;16542853;0;12181224
3979804;5;16730320;0;12181224
