ID;NAME;SHORT_NAME;LATITUDE;LONGITUDE;LABEL_POS;VISIBLE;ACTIVE;CODE
17172;FLOR DA SERRA;FLOR DA SERRA;41,1962;-8,521093;T;Y;Y;FS1
13193;ALTO DA SERRA;ALTO DA SERRA;41,19457;-8,518304;T;Y;Y;ASRR3
12913;AREIAS CABEDELO;AREIAS CABEDELO;41,13198;-8,662633;T;Y;Y;ACB1
13527;CANCELINHAS;CANCELINHAS;41,13139;-8,651754;T;Y;Y;CCL
15224;QUATRO CAMINHOS;QUATRO CAMINHOS;41,12825;-8,639256;T;Y;Y;QCMN2
15576;SPORT CLUBE CANIDELO;SPORT CLUBE CANIDELO;41,13026;-8,645497;T;Y;Y;SCC1
13056;ALUMIARA;ALUMIARA;41,13255;-8,65235;T;Y;Y;ALUM1
15223;QUATRO CAMINHOS;QUATRO CAMINHOS;41,1282;-8,639529;T;Y;Y;QCMN1
16722;JOSÉ MARIA ALVES;JOSÉ MARIA ALVES;41,13065;-8,651838;T;Y;Y;JMA
17203;FONTES;FONTES;41,13188;-8,657336;T;Y;Y;FTS2
12914;AREIAS CABEDELO;AREIAS CABEDELO;41,1318;-8,663095;T;Y;Y;ACB2
16986;ESPINHEIRO;ESPINHEIRO;41,12948;-8,643865;T;Y;Y;ESPH1
13087;ANTÓNIO MARQUES;ANTÓNIO MARQUES;41,23857;-8,613001;T;Y;Y;AMRQ2
12859;AV. 25 DE ABRIL;AV. 25 DE ABRIL;41,15551;-8,586329;T;Y;Y;A25A1
17018;FALCÃO;FALCÃO;41,16041;-8,575309;T;Y;Y;FALC
