ID;PATH_VERSION_ID;STOP_ID;ZONE_ID
63958;1024828;323;2
63959;1024828;357;2
65361;4004124;1397;2
65362;4004124;1395;2
65363;4004124;1313;2
65364;4004124;1306;2
65365;4004124;1311;2
65366;4004124;1315;2
65367;4004124;1319;2
65368;4004124;506;2
65369;4004124;486;2
65370;4004124;502;2
65371;4004124;484;2
65372;4004124;141;2
65373;4004124;137;2
65374;4004124;135;2
65375;4004124;182;2
65376;4004124;180;2
65377;4004124;178;2
65378;4004124;641;2
65379;4004124;639;2
65380;4004124;637;2
65381;4004124;193;2
65382;4004124;202;2
65383;4004124;199;2
65384;4004124;2331;2
65385;4004124;1111;1
65386;4004124;1106;1
65387;4004124;4000312;1
69275;4007380;1517;2
69276;4007380;1552;2
69277;4007380;1340;2
69278;4007380;1334;2
69279;4006600;1954;2
69280;4006600;1952;2
69281;4006600;1527;2
69282;4006600;1529;2
69283;4006600;1531;2
69284;4006600;1068;2
69285;4006600;1070;2
69286;4001207;1954;2
69287;4001207;1952;2
69288;4001207;1527;2
69289;4001207;1529;2
69290;4001207;1531;2
69291;4001207;1068;2
69292;4001207;1070;2
66853;4003921;1194;2
66854;4003921;1644;2
66855;4003921;1217;2
66856;4003921;1219;2
66857;4003921;40;2
66858;4003921;1237;2
66859;4003921;344;2
66860;4003921;335;2
66861;4003921;2164;2
66862;4003921;2166;2
66863;4003921;2168;2
66864;4003921;1264;2
66865;4003921;1262;2
70102;4007661;205;2
56323;1024953;379;2
56324;1024953;359;2
56325;1024953;380;2
56326;1024953;842;2
56327;1024953;844;2
56328;1024953;859;2
56329;1024953;860;2
56330;1024953;924;2
56331;1024953;958;2
66866;4003921;4000132;2
66867;4003920;4000132;2
66868;4003920;2181;2
66869;4003920;1263;2
66870;4003920;1265;2
66871;4003920;2167;2
66872;4003920;2165;2
66873;4003920;2163;2
66874;4003920;352;2
66875;4003920;343;2
66876;4003920;1234;2
70103;4007661;380;2
70104;4007661;842;2
70105;4007661;851;2
70106;4007661;859;2
70107;4007661;860;2
70108;4007661;924;2
70109;4007661;958;2
56332;1024953;948;2
56333;1024953;939;2
56334;1024953;953;2
56335;1024953;1375;2
56336;1024953;233;2
56337;1024953;232;2
56338;1024953;234;2
