ID;NAME;START_NODE_ID;END_NODE_ID;SEG_TYPE_ID;DEFAULT_LENGTH;AVG_DURATION;VISIBLE
1003866;Z_ISEL_Xabregas;127;1000128;1;5440;17;Y
1003867;Z_Xabregas_ISEL;1000128;127;1;5090;17;Y
1003868;Z_Xabregas_PChile;1000128;65;1;2930;12;Y
1003869;Z_PChile_Xabregas;65;1000128;1;2930;13;Y
1003941;V-CREst_Saldanha;7;415;2;8000;25;Y
1003942;V-Saldanha_CREst;415;7;2;8000;25;Y
1003963;Z_Anjos_PLondres;1000113;1000429;1;3030;13;Y
1003964;Z_PLondres_Anjos;1000429;1000113;1;2940;12;Y
1003965;V-Mg(Est)_PLondres;64;1000429;2;4542;25;Y
1003966;V-PLondres_Mg(Est);1000429;64;2;4744;20;Y
1003967;V-CREst_PLondres;7;1000429;2;6000;20;Y
1003968;V-PLondres_CREst;1000429;7;2;6000;20;Y
1004021;Z_Alameda_Xabregas;1000409;1000128;1;3630;16;Y
1004022;Z_Xabregas_Alameda;1000128;1000409;1;3980;18;Y
1004023;V-CREst_Alameda;7;1000409;2;5002;25;Y
1004024;V-Alameda_CREst;1000409;7;2;5177;25;Y
1004041;Z_MMoniz_Santos;47;69;1;3240;16;Y
1004042;Z_Santos_MMoniz;69;47;1;3160;15;Y
1004043;Z_PLondres_MMoniz;1000429;47;1;3640;12;Y
1004044;Z_MMoniz_PLondres;47;1000429;1;3730;15;Y
1004045;V-Mf(Est)_PLondres;25;1000429;2;16160;55;Y
1004046;V-PLondres_Mf(Est);1000429;25;2;16500;55;Y
1004047;Z_CSodre_SA(Est);70;1000007;1;3276;9;Y
1004048;Z_SA(Est)_CSodre;1000007;70;1;3540;9;Y
1004049;Z-SA(Est)_BelemJ;1000007;149;2;2289;12;Y
1004050;Z-BelemJ_SA(Est);149;1000007;2;2343;12;Y
1004051;BelemJ_Alges;149;92;1;2490;5;Y
1004052;Alges_BelemJ;92;149;1;2490;5;Y
1004053;Alges_Mf(Est);92;25;1;2050;15;Y
1004203;SRios_Amoreiras;50;271;1;2600;15;Y
1004204;Z_SSebast_SRios;122;50;1;2170;14;Y
1004205;Z_SRios_SSebast;50;122;1;2090;16;Y
1004206;V-Pt(Est)_SSebast;26;122;2;5790;35;Y
1004207;V-SSebast_Pt(Est);122;26;2;5870;30;Y
1004209;AlcantT_AlcantM-I;49;1000430;1;750;1;Y
1004213;V-Calvario_Mf(Est);56;25;2;7260;25;Y
1004208;AlcantM-I_AlcantT;1000430;49;1;430;1;Y
1004214;ECampol_Serafina;311;1000431;1;780;2;Y
1004215;Serafina_ECampol;1000431;311;1;780;2;Y
4000041;MPombal_Amoreiras;85;271;1;792;4;Y
4000043;Amoreiras_MPombal;271;85;1;741;3;Y
4000045;Z_Amoreiras_PUAjuda;271;110;1;5456;9;Y
4000047;Z_PUAjuda_Amoreiras;110;271;1;5581;10;Y
4000083;V-PUAjuda_Mf(Est);110;25;2;6875;25;Y
4005034;Entrecp_Poteagua;1;4000782;1;3880;21;Y
4005035;Poteagua_EntrecpUSF;4000782;1;1;4050;22;Y
4000241;V-Saldanha_MPombal;415;85;2;1260;3;Y
4000361;Z_CRuivo_CGrandeN;20;1000118;1;4373;14;Y
4000363;Z_CGrandeN_CRuivo;1000118;20;1;4224;11;Y
4000365;Z_EBenfica_PCampismo;191;84;1;2865;10;Y
4000367;Z_PCampismo_EBenfica;84;191;1;2933;8;Y
4000369;Z_PCampismo_Alges;84;92;1;5316;11;Y
4000371;Z_Alges_PCampismo;92;84;1;4921;8;Y
4000373;Z_EBenfica_CGrandeN;191;1000118;1;5699;24;Y
4000441;V-CREst_SSueste;7;1000389;2;7686;20;Y
4000443;V-SSueste_CREst;1000389;7;2;5000;20;Y
4000481;CGrandeM_QConchas;60;4000001;1;3570;11;Y
4000483;QConchas_CGrandeM;4000001;60;1;3015;10;Y
4000485;V-Mg(Est)_QConchas;64;4000001;2;150;10;Y
4000487;V-QConchas_Mg(Est);4000001;64;2;150;10;Y
4000641;V-Mf(Est)_PUAjuda;25;110;2;10948;30;Y
4000723;Alges_FundChamp;92;4000081;1;2473;8;Y
4000721;FundChamp_Alges;4000081;92;1;2432;8;Y
4000769;V-Mg(Est)_PNacoesS;64;414;2;6764;36;Y
4000881;Z_RAlfand_Calvario;1000009;56;1;4113;17;Y
4000883;Z_Calvario_RAlfand;56;1000009;1;4129;19;Y
4000771;V-CREst_PNacoesS;7;414;2;1789;32;Y
4000843;V-PNacoesS_Mg(Est);414;64;2;6262;15;Y
4000921;Z_ESRios_Amoreiras;4000161;271;1;2571;15;Y
4000923;V-Amoreiras_ESRios;271;4000161;2;2571;10;Y
4000925;V-Pt(Est)_ESRios;26;4000161;2;4925;20;Y
4000927;V-ESRios_Pt(Est);4000161;26;2;3700;20;Y
4001001;V-CREst_ERoma-Ar;7;126;2;4067;20;Y
4001003;V-ERoma-Ar_CREst;126;7;2;4529;20;Y
4001041;V-CREst_Marvila;7;89;2;4007;15;Y
4001043;V-Marvila_CREst;89;7;2;3860;15;Y
4001121;PontinhM_EStApoln;55;38;1;13500;44;Y
4001123;EStApoln_PontinhM;38;55;1;13500;44;Y
4001241;Restaur_Rato;88;1000125;1;1814;13;Y
4001243;Rato_Restaur;1000125;88;1;1603;11;Y
4001361;V-GFreire_RAlfand;118;1000009;2;3250;15;Y
4001401;V-AAjuda_Pt(Est);1000111;26;2;11412;20;Y
4001569;SRios_QBarros;50;4000722;1;4942;12;Y
4001571;QBarros_SRios;4000722;50;1;4242;12;Y
4001605;MMoniz_CSodre;47;70;1;1596;9;Y
4001607;CSodre_MMoniz;70;47;1;2040;9;Y
4001641;Z_Saldanha_Musgueira;415;129;1;6060;14;Y
4001643;Z_Musgueira_Saldanha;129;415;1;6106;16;Y
4001761;V-Mg(Est)_CGrandeB;64;4000241;2;3620;15;Y
4001763;V-CGrandeB_Mg(Est);4000241;64;2;3200;15;Y
4001737;V-Galinheir_CGrandeB;138;4000241;2;7091;20;Y
4001729;V-Musg_Galinh_lixo;129;138;2;3119;20;Y
4001733;CGrandeB_Galinheir-V;4000241;138;1;1391;4;Y
4001735;V-CGrandeB_Galinheir;4000241;138;2;6787;20;Y
4001801;AlgesJ_BelemJ-751;1000010;149;1;5200;15;Y
4001803;BelemJ_AlgesJ-751;149;1000010;1;5200;15;Y
4001881;V-CSodre_SA(Est);70;1000007;2;3276;20;Y
4001883;V-SA(Est)_CSodre;1000007;70;2;3719;20;Y
4001961;AvJMalhoa_Aerop;1000269;105;1;8760;30;Y
4001963;Aerop_AvJMalhoa;105;1000269;1;8840;30;Y
4002001;Z_SSueste_CPequeno;1000389;53;1;5100;15;Y
4002041;PChile_CGrandeM;65;60;1;5578;22;Y
4002003;Z_CPequeno_SSueste;53;1000389;1;5100;17;Y
4002043;CGrandeM_PChile;60;65;1;5472;22;Y
4002045;V-Galinheir_CGrandMC;138;60;2;6185;8;Y
4002081;CGrandeM_MusgueiraL;60;129;1;2800;9;Y
4002083;Musgueira_CGrandeML;129;60;1;2868;9;Y
4002085;V-CGrandM_GalinheirC;60;138;2;5919;12;Y
4002121;V-Pt(Est)_PLumiar;26;143;2;3392;15;Y
4002123;V-PLumiar_Pt(Est);143;26;2;2766;15;Y
4002161;V-MMoniz_Pt(Est);47;26;2;10000;35;Y
4002163;V-Pt(Est)_MMoniz;26;47;2;10000;35;Y
4002201;MMoniz_CMPatria;47;28;1;3000;13;Y
4002203;CMPatria_MMoniz;28;47;1;3500;19;Y
4002281;CasAjuda_PUAjuda;77;110;1;1050;2;Y
4002321;Z_ISEL_MoscavR;127;33;1;5378;17;Y
4002323;Z_MoscavR_ISEL;33;127;1;5385;18;Y
4002325;V-Mg(Est)_Restaur;64;88;2;8878;40;Y
4002327;V-Restaur_Mg(Est);88;64;2;8892;40;Y
4002332;V-Pt(Est)_EstrLuz;26;413;2;2869;15;Y
4002333;V-EstrLuz_Pt(Est);413;26;2;3072;10;Y
4002334;V-Pt(Est)_AStAmaro;26;31;2;10383;30;Y
4002335;V-AStAmaro_Pt(Est);31;26;2;11049;30;Y
4002352;V-Calvario_Pt(Est);56;26;2;10798;25;Y
4002353;V-Pt(Est)_Calvario;26;56;2;10804;25;Y
4002372;MMoniz_RConceic;47;1000088;1;1721;16;Y
4002373;Graca_MMoniz12E;437;47;1;2261;21;Y
4002392;Z_MMoniz_PLCamoes;47;1000055;1;4700;26;Y
4002393;Z_PLCamoes_MMoniz;1000055;47;1;4700;26;Y
4002412;PontinhM_QAlcout;55;1000230;1;3488;10;Y
4002413;QAlcout_PontinhM;1000230;55;1;3639;11;Y
4002414;V-Santos_SA(Est);69;1000007;2;2500;15;Y
4002415;V-SA(Est)_Santos;1000007;69;2;2500;15;Y
4002434;V-Mf(Est)_Santos;25;69;2;5000;30;Y
4002435;V-Santos_Mf(Est);69;25;2;5000;30;Y
4002454;PBelVista_CSodre;4000242;70;1;10467;40;Y
4002455;V-CSodre_PBelVista;70;4000242;2;9474;30;Y
4002456;PBelVista_EOriente;4000242;148;1;5088;40;Y
4002457;V-EOriente_PBelVista;148;4000242;2;4600;30;Y
4002458;V-Mg(Est)_PBelVista;64;4000242;2;5000;30;Y
4002494;Santos_Calvario-JV;69;56;1;2285;9;Y
4002495;Calvario_Santos-JV;56;69;1;1970;10;Y
4002514;V-CREst_SRios;7;50;2;8190;20;Y
4002515;V-SRios_CREst;50;7;2;7217;20;Y
4002554;RSPaulo_LCalhariz;4000262;4000263;1;265;5;Y
4002555;LCalhariz_RSPaulo;4000263;4000262;1;265;5;Y
4002556;LAnunciad_RCamPestn;4000282;4000283;1;185;3;Y
4002557;RCamPestn_LAnunciad;4000283;4000282;1;185;3;Y
4000001;ISEL_EEntrecp;127;66;1;8320;21;Y
4000003;EEntrecp_ISEL;66;127;1;6270;21;Y
4000005;V-CREst_EEntrecp;7;66;2;4667;25;Y
4000007;V-EEntrecp_CREst;66;7;2;5826;25;Y
4000009;V-Mg(Est)_EEntrecp;64;66;2;3834;25;Y
4000011;V-EEntrecp_Mg(Est);66;64;2;5043;25;Y
4000321;Z_PVelho_PAerop;68;372;1;5125;16;Y
4000323;Z_PAerop_PVelho;372;68;1;4958;15;Y
4000325;V-SSueste_Mg(Est);1000389;64;2;12758;50;Y
4000401;Z_CSodre_PFigueir;70;17;1;1600;10;Y
4000403;Z_PFigueir_CSodre;17;70;1;1600;10;Y
4000601;PUAjuda_BelemP;110;111;1;3103;7;Y
4000681;CSodre_Alameda;70;1000409;1;6208;12;Y
4000961;Z_PChile_Campol;65;1000119;1;3540;18;Y
4000963;Z_Campol_PChile;1000119;65;1;3125;19;Y
4001161;SRios_BFurnas;50;4000201;1;1343;4;Y
4001163;BFurnas_SRios;4000201;50;1;729;2;Y
4001441;V-AAjuda_Mf(Est);1000111;25;2;6525;25;Y
4001687;CGrandeB_Musgueira;4000241;129;1;3688;15;Y
4001689;Musgueira_CGrandeB;129;4000241;1;3774;17;Y
4001691;PChile_CGrandeB;65;4000241;1;4685;20;Y
4001693;CGrandeB_PChile;4000241;65;1;4566;19;Y
4001841;BCalhau_SerafinaI;1000116;94;1;4593;6;Y
4002329;EBenfica_PBenfica;191;29;1;1800;4;Y
4002331;PBenfica_EBenfica;29;191;1;1600;3;Y
4002574;V-RSPaulo_LCalhariz;4000262;4000263;2;265;5;Y
4002575;V-LCalhariz_RSPaulo;4000263;4000262;2;265;5;Y
4002576;V-LAnunciad_RCamPestn;4000282;4000283;2;185;3;Y
4002577;V-RCamPestn_LAnunciad;4000283;4000282;2;185;3;Y
4002614;V-Bica_RSPaulo;4000322;4000262;2;1;5;Y
4002615;V-RSPaulo_Bica;4000262;4000322;2;1;5;Y
4002616;V-Bica_LCalhariz;4000322;4000263;2;1;5;Y
4002617;V-LCalhariz_Bica;4000263;4000322;2;1;5;Y
4002634;Caselas_BelemP;41;111;1;3987;11;Y
4002635;Z_BelemP_Santos;111;69;1;4230;21;Y
4002654;Restelo_BelemP-CcG;103;111;1;3154;9;Y
4002655;BelemP_Calvario;111;56;1;2434;10;Y
4002656;LVelha_BelemP;121;111;1;5773;19;Y
4002674;V-Pt(Est)_Alcant;26;1000109;2;10401;25;Y
4002675;V-Alcant_Pt(Est);1000109;26;2;10472;25;Y
4002694;CMilitM_BStCruz;35;130;1;2704;11;Y
4002695;BStCruz_CMilitM;130;35;1;3246;13;Y
4002714;V-Gloria_Restaur;4000343;88;2;124;2;Y
4002715;V-Restaur_Gloria;88;4000343;2;124;2;Y
4002716;V-Gloria_SPAlcant;4000343;4000342;2;124;2;Y
4002717;V-SPAlcant_Gloria;4000342;4000343;2;124;2;Y
4003155;CPequeno_Entrecp;53;1;1;531;1;Y
4003174;V-Pt(Est)_Entrecp;26;1;2;6000;30;Y
4002734;Restaur_SPAlcant;88;4000342;1;248;3;Y
4002735;SPAlcant_Restaur;4000342;88;1;248;3;Y
4002754;V-PLondres_Pt(Est);1000429;26;2;8063;20;Y
4002755;V-Pt(Est)_PLondres;26;1000429;2;7116;22;Y
4002774;V-Pt(Est)_ADamaia;26;352;2;3605;25;Y
4002775;V-ADamaia_Pt(Est);352;26;2;3588;25;Y
4002794;V-GFreire_PFigueir;118;17;2;1577;15;Y
4002814;PFigueir_SantosE;17;69;1;2520;13;Y
4002815;Santos_PFigueirE;69;17;1;2530;11;Y
4002834;Aerop_RotCRuivo;105;1000289;1;1;1;Y
4002854;AlfragN_ReboleirM;211;4000382;1;2359;9;Y
4002855;ReboleirM_AlfragN;4000382;211;1;3616;14;Y
4002894;V-CREst_AvJMalhoa;7;1000269;2;8000;30;Y
4002914;MMoniz_Sapador;47;96;1;1550;8;Y
4002915;Sapador_MMoniz;96;47;1;1950;8;Y
4002934;V-CPequeno_CREst;53;7;2;6620;25;Y
4002935;V-CREst_CPequeno;7;53;2;7820;25;Y
4002936;V-CPequeno_Mg(Est);53;64;2;5000;25;Y
4002937;V-Mg(Est)_CPequeno;64;53;2;5000;25;Y
4003034;CSodre_Santos;70;69;1;1124;10;Y
4003154;Entrecp_CPequeno;1;53;1;601;2;Y
4003175;V-Entrecp_Pt(Est);1;26;2;6000;30;Y
4003214;Olivais_QMorgado;147;312;1;5326;20;Y
4003215;QMorgado_Olivais;312;147;1;4588;20;Y
4003234;VFormoso_AmendM;4000402;4000422;1;2661;20;Y
4003235;AmendM_VFormoso;4000422;4000402;1;2730;20;Y
4003236;AmendM_BAlfinetes;4000422;4000403;1;2308;1;Y
4003237;BAlfinetes_AmendM;4000403;4000422;1;2011;1;Y
4003254;AmendM_BFlamenga;4000422;134;1;3350;20;Y
4003255;BFlamenga_AmendM;134;4000422;1;3003;20;Y
4003318;V-Mg(Est)_Lumiar;64;61;2;2005;10;Y
4003319;V-Lumiar_Mg(Est);61;64;2;1936;10;Y
4003336;V-BAlfinetes_CREst;4000403;7;2;2745;10;Y
4003337;V-CREst_BAlfinetes;7;4000403;2;2520;20;Y
4003354;BAlfinetes_VFormoso;4000403;4000402;1;4410;12;Y
4003374;ROuro_LCarmo;4000442;4000443;1;259;5;Y
4003375;LCarmo_ROuro;4000443;4000442;1;259;5;Y
4003376;V-StJusta_ROuro;4000444;4000442;2;1;5;Y
4003377;V-ROuro_StJusta;4000442;4000444;2;1;5;Y
4003378;V-StJusta_LCarmo;4000444;4000443;2;1;5;Y
4003379;V-LCarmo_StJusta;4000443;4000444;2;1;5;Y
4003394;V-Mf(Est)_BelemJ;25;149;2;4500;20;Y
4003434;V-ROuro_LCarmo;4000442;4000443;2;259;5;Y
4003435;V-LCarmo_ROuro;4000443;4000442;2;259;5;Y
4003455;SRios_SerafinaI-EM;50;94;1;8019;18;Y
4003474;MMoniz_STome;47;1000369;1;800;9;Y
4003475;STome_MMoniz;1000369;47;1;1600;11;Y
4003534;V-AStAmaro_Mg(Est);31;64;2;15000;40;Y
4003535;V-Mg(Est)_AStAmaro;64;31;2;15000;40;Y
4003554;V-COurique_Pt(Est);24;26;2;20000;35;Y
4003555;V-Pt(Est)_COurique;26;24;2;20000;35;Y
4003574;V-PLCamoes_Mf(Est);1000055;25;2;10000;40;Y
4003575;V-Mf(Est)_PLCamoes;25;1000055;2;10000;40;Y
4003614;V-Mf(Est)_PSol;25;1000369;2;5000;45;Y
4003615;V-PSol_Mf(Est);1000369;25;2;5000;45;Y
4003634;Sapador_Sapador;96;96;1;1980;12;Y
4003654;PLCamoes_RatoE;1000055;1000125;1;1600;11;Y
4003655;Rato_PLCamoesE;1000125;1000055;1;1685;13;Y
4003674;Rato_CampolE;1000125;1000119;1;1692;13;Y
4003675;Campol_RatoE;1000119;1000125;1;1555;5;Y
4003694;V-Pt(Est)_CemAjuda;26;412;2;9179;30;Y
4003695;V-CemAjuda_Pt(Est);412;26;2;8328;30;Y
4003714;Caselas_QPaizinho;41;4000462;1;3708;5;Y
4003715;V-QPaizinho_Mf(Est);4000462;25;2;2211;8;Y
4003854;EBenfica_CMilitM-GP;191;35;1;2252;10;Y
4003855;CMilitM_EBenfica-GP;35;191;1;2252;10;Y
4003894;V-Mf(Est)_Calvario;25;56;2;7650;25;Y
4003934;Calvario_PAjuda;56;4000482;1;2483;1;Y
4003935;PAjuda_Calvario;4000482;56;1;2558;1;Y
4003936;V-PAjuda_Mf(Est);4000482;25;2;7902;1;Y
4003937;V-Mf(Est)_PAjuda;25;4000482;2;7902;1;Y
4003954;V-Entrecp_Mf(Est);1;25;2;12223;25;Y
4003994;CCongress_Calvario;4000502;56;1;4200;25;Y
4003995;Calvario_CCongress;56;4000502;1;2807;17;Y
4003996;Calvario_QJacinto;56;4000503;1;1060;6;Y
4003997;QJacinto_Calvario;4000503;56;1;1610;10;Y
4003998;V-Mf(Est)_CCongress;25;4000502;2;6278;20;Y
4003999;V-CCongress_Mf(Est);4000502;25;2;6874;20;Y
4000801;RossioL_EOriente;4000121;148;1;2849;11;Y
4000081;V-PUAjuda_MPombal;110;85;2;5281;15;Y
4000803;EOriente_RossioL;148;4000121;1;2541;10;Y
4000805;PNacoesS_EOriente;414;148;1;2174;8;Y
4001081;MPombal_SRoubado;85;1000189;1;10250;28;Y
4001083;SRoubado_MPombal;1000189;85;1;10250;27;Y
4001281;Buraca_DamaiaC;58;115;1;4104;16;Y
4001283;DamaiaC_Buraca;115;58;1;3828;14;Y
4001285;V-DamaiaC_Mf(Est);115;25;2;8800;25;Y
4001287;V-Mf(Est)_DamaiaC;25;115;2;8800;25;Y
4001481;CSodre_Calvario;70;56;1;2933;7;Y
4001483;Calvario_CSodre;56;70;1;2905;8;Y
4001485;Calvario_BoaHoraE;56;457;1;1843;6;Y
