ID;NAME;EMPTY;TYPEVALUE;OLD_TYPEVALUE
4004783;CREst_BAlfinetes;Y;1;0
55973;Pt(Est)_ECampol;Y;1;0
4005380;Alges_CSodre;N;0;0
57250;Mf(Est)_Portela;Y;1;0
57251;Portela_Mf(Est);Y;1;0
4005381;CSodre_Alges-V;Y;1;0
4005400;Alges_PCampismo;N;0;0
4005401;PCampismo_Alges;Y;0;0
60005;ISEL_Mf(Est);Y;1;0
60006;Mf(Est)_ISEL;Y;1;0
4005402;Alges_EStApoln;N;0;0
4005403;EStApoln_Alges-V;Y;1;0
76850;BPCruz_MPombal;N;0;0
76854;MPombal_BPCruz;N;0;0
76861;BPCruz_SSebast;N;0;0
76862;SSebast_BPCruz;N;0;0
74522;PReal_Pt(Est);Y;1;0
64582;EStApoln=PChile;N;0;0
64583;PChile=EStApoln;N;0;0
64584;CSodre_Pt(Est);Y;1;0
64585;EStApoln_Pt(Est);Y;1;0
64586;Pt(Est)_CSodre;Y;1;0
64587;Pt(Est)_EStApoln;Y;1;0
66906;CCaparica_Mg(Est);Y;1;0
66907;Mg(Est)_CCaparica;Y;1;0
4005480;Alges_CMilitM-GP;N;0;0
4005481;CMilitM_Alges-GP;N;0;0
68510;EMonsant_Pt(Est);Y;1;0
68511;Pt(Est)_EMonsant;Y;1;0
68856;MPombal_Pt(Est);Y;1;0
68857;Pt(Est)_MPombal;Y;1;0
69074;CemAjuda_Mf(Est);Y;1;0
69077;Mf(Est)_CemAjuda;Y;1;0
69706;Mf(Est)_Olaias;Y;1;0
69707;Olaias_Mf(Est);Y;1;0
69709;Mf(Est)_EstrLuz;Y;1;0
69711;EstrLuz_Mf(Est);Y;1;0
4005680;Entrecp_Caselas;N;0;0
4005681;Caselas_Entrecp;N;0;0
4005740;Restelo_BelemP;N;0;0
1001267;SA(Est)_AlgesJ;Y;1;0
1001952;Estrela_SA(Est);Y;1;0
4006040;Olaias_Olaias;N;0;0
1002001;SA(Est)_CemAjuda;Y;1;0
1002002;SA(Est)_RAlfand;Y;1;0
1002003;CemAjuda_SA(Est);Y;1;0
1002044;RAlfand_SA(Est);Y;1;0
1022424;Mf(Est)_Restaur;Y;1;0
1022425;Restaur_Mf(Est);Y;1;0
1022524;Prazeres_SA(Est);Y;1;0
1022525;SA(Est)_Prazeres;Y;1;0
1022526;SA(Est)_Estrela;Y;1;0
1022565;StAmaro_SA(Est);Y;1;0
1025675;SSueste_Pt(Est);Y;1;0
1025676;Pt(Est)_SSueste;Y;1;0
1022626;Mf(Est)_RAlfand;Y;1;0
1022627;RAlfand_Mf(Est);Y;1;0
1022664;AlcantT_Mf(Est);Y;1;0
1022745;Pt(Est)_PontinhM;Y;1;0
1022764;Musgueira_Mg(Est);Y;1;0
1022805;PFigueir_SA(Est);Y;1;0
1022806;SA(Est)_PFigueir;Y;1;0
1022813;AlgesJ_SA(Est);Y;1;0
1022826;Mf(Est)_BelemP;Y;1;0
1022837;CREst_MoscavL;Y;1;0
1022838;MoscavL_CREst;Y;1;0
1022839;MPombal_LVelha;N;0;0
1022840;LVelha_MPombal;N;0;0
1022874;Graca_SA(Est);Y;1;0
1022875;MMoniz_SA(Est);Y;1;0
1022876;SA(Est)_MMoniz;Y;1;0
1022944;Mg(Est)_PVelho;Y;1;0
1022945;PVelho_Mg(Est);Y;1;0
1022946;Mf(Est)_Marvila;Y;1;0
1022947;Marvila_Mf(Est);Y;1;0
1022956;Mg(Est)_PComerc;Y;1;0
1022958;Mg(Est)_EOriente;Y;1;0
1022959;EOriente_Mg(Est);Y;1;0
1022964;Mg(Est)_Areeiro;Y;1;0
1022967;Pt(Est)_Saldanha;Y;1;0
1022968;Saldanha_Pt(Est);Y;1;0
1022969;Mg(Est)_Portela;Y;1;0
1022970;Portela_Mg(Est);Y;1;0
1022971;Mg(Est)_MoscavL;Y;1;0
1022972;MoscavL_Mg(Est);Y;1;0
1022973;Mf(Est)_EOriente;Y;1;0
1022974;EOriente_Mf(Est);Y;1;0
1022975;Mg(Est)_SRios;Y;1;0
1022976;SRios_Mg(Est);Y;1;0
1022981;Pt(Est)_PVelho;Y;1;0
1022982;PVelho_Pt(Est);Y;1;0
1022983;Pt(Est)_Amoreiras;Y;1;0
1022984;Amoreiras_Pt(Est);Y;1;0
1022985;Pt(Est)_Portela;Y;1;0
1022986;Portela_Pt(Est);Y;1;0
1022989;Mg(Est)_Aerop;Y;1;0
1022990;Aerop_Mg(Est);Y;1;0
4002801;MMoniz_Pt(Est);Y;1;0
1023024;Mf(Est)_CRuivo;Y;1;0
4002803;Pt(Est)_MMoniz;Y;1;0
4003118;Pt(Est)_EstrLuz;Y;1;0
1023107;Pt(Est)_PRecreat;Y;1;0
1023108;PRecreat_Pt(Est);Y;1;0
1023109;Pt(Est)_BCalhau;Y;1;0
1023110;BCalhau_Pt(Est);Y;1;0
1023164;PBispo_CREst;Y;1;0
4003119;EstrLuz_Pt(Est);Y;1;0
4003120;Pt(Est)_AStAmaro;Y;1;0
1023218;ECampol_LVelha;N;0;0
4004900;MMoniz_MMoniz;N;0;0
1023220;ECampol=Calvario;N;0;0
1023221;Calvario=ECampol;N;0;0
1023222;AlcantT_LVelha;N;0;0
4004901;MMoniz_PFigueir;N;0;0
1023224;Mf(Est)_ECampol;Y;1;0
1023225;ECampol_Mf(Est);Y;1;0
4003121;AStAmaro_Pt(Est);Y;1;0
4003122;Calvario_Pt(Est);Y;1;0
1023306;Mg(Est)_EStApoln;Y;1;0
1023307;EStApoln_Mg(Est);Y;1;0
4005300;MMoniz=EOriente;N;0;0
4005301;EOriente=MMoniz;N;0;0
1023328;Charneca=Calhariz;N;0;0
1023329;Calhariz=Charneca;N;0;0
1023330;Pt(Est)_Charneca;Y;1;0
1023331;Charneca_Pt(Est);Y;1;0
1023365;AChapel_Mg(Est);Y;1;0
1023366;Mg(Est)_AChapel;Y;1;0
1023386;Ameix_Mg(Est);Y;1;0
1023387;Mg(Est)_Ameix;Y;1;0
1023406;CSodre_EStApoln;N;0;0
4003660;Outurela_PFigueir;N;0;0
4003700;Restelo_ERoma-Ar;N;0;0
1023504;Aerop_CREst;Y;1;0
4003702;Caselas_MPombalSts;N;0;0
4003720;LVelha_AlcantT;N;0;0
4004100;CUnivers=ReboleirM;N;0;0
4004101;ReboleirM=CUnivers;N;0;0
1023528;Mg(Est)_SRoubado;Y;1;0
1023529;SRoubado_Mg(Est);Y;1;0
4004102;CMilitM=ReboleirM;N;0;0
4004103;ReboleirM=CMilitM;N;0;0
1025573;PFigueir=PFigueir;N;0;0
1025773;Alameda=EOriente;N;0;0
1025774;EOriente=Alameda;N;0;0
1025893;BelemJ_Mf(Est);Y;1;0
1025114;Campol_Mf(Est);Y;1;0
4005340;MPombal=EOriente;N;0;0
4005341;EOriente=MPombal;N;0;0
1025153;Desterro_Alges;N;0;0
1025154;Alges_Desterro;N;0;0
1025155;Desterro=AlgesDF;N;0;0
1025156;Alges=DesterroDF;N;0;0
1025173;CGrandeM_GalinheirMg;N;0;0
1025174;Galinheir_CGrandeMMg;N;0;0
4005820;CGrandeM_CMilitM;N;0;0
4005821;CMilitM_CGrandeM;N;0;0
1025177;StAmaro=PontinhR;N;0;0
1025178;PontinhR_StAmaro;N;0;0
1025179;Alcant=PontinhR;N;0;0
1025180;PontinhR=Alcant;N;0;0
1025181;Calvario_PontinhR;N;0;0
1025182;PontinhR_Calvario;N;0;0
1025183;Calvario_PontinhR711;N;0;0
1025184;PontinhR_Calvario711;N;0;0
1025185;BPCruz_AlgesDF;N;0;0
1025186;Alges_BPCruzDF;N;0;0
1025187;CGrandeM_PontinhM;N;0;0
1025188;PontinhM_CGrandeM;N;0;0
1025193;Sapador_PontinhC;N;0;0
1025194;PontinhC_Sapador;N;0;0
4006240;MMoniz=MMonizStCl;N;0;0
4006780;MPombal_SerafinaN;N;0;0
1025213;ERoma-Ar_EOriente;N;0;0
1025214;EOriente_ERoma-Ar;N;0;0
4006781;Serafina_MPombalN;N;0;0
4006920;SRios=Amoreiras;N;0;0
4006921;Amoreiras=SRios;N;0;0
1025235;EEntrecp_Mf(Est);Y;1;0
1025236;Mf(Est)_EEntrecp;Y;1;0
1025273;ERoma-Ar_MPombal-V;Y;1;0
1025313;AvJMalhoa_MoscavC;N;0;0
1025314;MoscavC_AvJMalhoa;N;0;0
1025335;Pt(Est)_Restaur;Y;1;0
1025336;Restaur_Pt(Est);Y;1;0
1025613;ADamaia_SSueste;N;0;0
1025614;SSueste_ADamaia;N;0;0
1025615;Mf(Est)_SSueste;Y;1;0
1025616;SSueste_Mf(Est);Y;1;0
1025493;Graca=Prazeres;N;0;0
1025494;Prazeres=Graca;N;0;0
1025375;Pt(Est)_Alges;Y;1;0
1026073;Mg(Est)_BelemP;Y;1;0
1026074;BelemP_Mg(Est);Y;1;0
1025380;Alges_Mg(Est);Y;1;0
1025381;Mg(Est)_Alges;Y;1;0
1025393;Olivais_Olivais779;N;0;0
1025415;Pt(Est)_BelemGM;Y;1;0
1025416;BelemGM_Pt(Est);Y;1;0
1025421;BelemP_Mf(Est);Y;1;0
4001563;GFreire=RAlfand;N;0;0
4001601;Restaur_COurique;N;0;0
4001603;COurique_Restaur;N;0;0
4001645;Mf(Est)_DamaiaC;Y;1;0
4001647;DamaiaC_Mf(Est);Y;1;0
4001681;GFreire=RAlfand-V;Y;1;0
4001721;Alges_BelemP-V;N;0;0
4001761;AAjuda_Pt(Est);Y;1;0
4001801;AAjuda_Mf(Est);Y;1;0
4001841;MPombal_CaselasCS;N;0;0
4001843;Caselas_MPombalCS;N;0;0
4001845;CemAjuda_CSodre;N;0;0
4001847;CSodre_CemAjuda;N;0;0
4001881;GFreire=EStApoln;N;0;0
4001883;EStApoln=GFreire;N;0;0
4001921;EOriente_SSueste;N;0;0
4001965;Mf(Est)_CMPatria;Y;1;0
4001967;CMPatria_Mf(Est);Y;1;0
4001973;SRios_QBarros;N;0;0
4001975;QBarros_SRios;N;0;0
4002001;GFreire_CemAjuda;N;0;0
4002003;CemAjuda_GFreire;N;0;0
4002005;GFreire_CemAjudaSA;N;0;0
4002007;CemAjuda_GFreireSA;N;0;0
4002009;GFreire_CSodre;N;0;0
4002011;CSodre_GFreire;N;0;0
4002041;StAmaro_GFreire;N;0;0
4002401;PLondres_Portela;N;0;0
4002403;Portela_PLondres;N;0;0
4004920;Picheleir_AStAmaro;N;0;0
4004921;AStAmaro_Picheleir;N;0;0
4004940;Picheleir_Junqueira;N;0;0
4004941;Junqueira_Picheleir;N;0;0
4004960;AStAmaro_Mg(Est);Y;1;0
4004961;Mg(Est)_AStAmaro;Y;1;0
4003081;Restaur_EOriente;N;0;0
4003083;EOriente_Restaur;N;0;0
4003089;Mg(Est)_Restaur;Y;1;0
4003091;Restaur_Mg(Est);Y;1;0
4005420;Z-Alges_MPombal;N;0;0
4005421;MPombal_Alges-V;Y;1;0
4003460;CREst_Restaur;Y;1;0
4003461;Restaur_CREst;Y;1;0
4005440;Z-Alges_EOriente;N;0;0
4004180;MMoniz_Sapador;N;0;0
4004181;Sapador_MMoniz;N;0;0
4004200;EStApoln=Serafina;N;0;0
4004201;Serafina=EStApoln;N;0;0
4004202;EStApoln=SerafinaI;N;0;0
4004203;SerafinaI=EStApoln;N;0;0
4004280;CSanto=Prazeres;N;0;0
4004281;Prazeres=CSanto;N;0;0
4004300;CSanto_SA(Est);Y;1;0
4004301;SA(Est)_CSanto;Y;1;0
4004320;AlgesJ=StAmaro;N;0;0
4004321;StAmaro=AlgesJ;N;0;0
4004322;PFigueir=StAmaro(Direto);N;0;0
4004323;StAmaro=PFigueir(Direto);N;0;0
4004340;StAmaro_Mf(Est);N;1;0
4005441;EOriente_Alges-V;Y;1;0
4005580;GFreire_PAjuda;N;0;0
4005581;PAjuda_GFreire;N;0;0
4005860;CSodre_OdivB-SA;N;0;0
4005861;OdivB_CSodre-SA;N;0;0
4005900;PAjuda_Calvario;N;0;0
4005901;Calvario_PAjuda;N;0;0
4005920;Pt(Est)_PAjuda;Y;1;0
4005921;PAjuda_Pt(Est);Y;1;0
4006140;EOriente_Sacavem;N;0;0
4006340;Restaur_PNacoes;N;0;0
4006341;PNacoes_Restaur-V;N;1;0
4006660;EOriente_EStApoln;N;0;0
4006380;Campol_PNacoes;N;0;0
4006381;PNacoes_Campol-V;N;1;0
4006661;EStApoln_EOriente;N;0;0
4007220;COurique_COuriqueRt;N;0;
4007400;Entrecp_Entrecp;N;0;
4007700;ECampol_BelemJ81A;N;0;
4007701;BelemJ_ECampol81A;N;0;
4007920;PontinhM=ACego;N;0;
4007921;ACego=PontinhM;N;0;
4007922;PEspanha=PontinhM;N;0;
4007923;PontinhM=PEspanha;N;0;
4007924;EstrLuz=SRios;N;0;
4007925;SRios=EstrLuz;N;0;
4007926;MPombal=SRios;N;0;
4007927;SRios=MPombal;N;0;
4007928;MPombal=Calhariz;N;0;
4007929;Calhariz=MPombal;N;0;
4007960;MPombal_JSonoro;N;0;
4007961;JSonoro_MPombal;N;0;
4007962;JSonoro_PComerc;N;0;
4007963;PComerc_JSonoro-V;N;1;
4007980;Mg(Est)_JSonoro;N;1;
4008000;PComerc_Mg(Est);N;1;
4002201;Mg(Est)_CGrandeB;Y;1;0
4002203;CGrandeB_Mg(Est);Y;1;0
4002321;AlgesJ_CSodre;N;0;0
4002323;CSodre_AlgesJ;N;0;0
4002441;MPombal_PVelho;N;0;0
4002443;PVelho_MPombal;N;0;0
4003500;RSPaulo_LCalhariz-V;Y;1;0
4003501;LCalhariz_RSPaulo-V;Y;1;0
4002605;Fetais_PChile;N;0;0
4002603;PChile_Fetais;N;0;0
4002681;Pt(Est)_PLumiar;Y;1;0
4002683;PLumiar_Pt(Est);Y;1;0
4003880;Restaur_SPAlcant;N;0;0
4003881;SPAlcant_Restaur;N;0;0
4004120;Pt(Est)_ReboleirM;Y;1;0
4004121;ReboleirM_Pt(Est);Y;1;0
4004122;CMPatria_ReboleirM;N;0;0
4004123;ReboleirM_CMPatria;N;0;0
4004124;CGrandeM_ReboleirM;N;0;0
4004125;ReboleirM_CGrandeM;N;0;0
4004380;CSodre=Santos(Obras);N;0;0
4004381;Santos=CSodre(Obras);N;0;0
4004600;Entrecp_Rato;N;0;0
4004601;Rato_Entrecp;N;0;0
4005240;MPombal_PUAjuda;N;0;0
4005241;PUAjuda_MPombal;N;0;0
4007280;Mf(Est)_BelaFlor;N;1;
4007281;BelaFlor_Mf(Est);N;1;
4005560;BelemJ_EStApoln;N;0;0
4005561;EStApoln_BelemJ;N;0;0
4005720;ERoma-Ar_Caselas;N;0;0
4005760;CCongress_CCongress;N;0;0
4005960;Desterro=PUAjuda;N;0;0
4005961;PUAjuda=Desterro;N;0;0
4005982;CMilitM_PBenfica;N;0;0
4005981;CMilitM_CMilitM;N;0;0
4005983;PBenfica_CMilitM;N;0;0
4007282;Mf(Est)_SerafinaI;N;1;
4007283;SerafinaI_Mf(Est);N;1;
4007300;Sapador_Sapador;N;0;
4007301;CMPatria_CMPatria;N;0;
4007320;CarnideCC_CarnideCC;N;0;
4007340;Pt(Est)_CarnideCC;N;1;
4007341;CarnideCC_Pt(Est);N;1;
4007360;CCebolas_CCebolas;N;0;
4007361;Mf(Est)_CCebolas;N;1;
4007362;CCebolas_Mf(Est);N;1;
4007363;SRios_SRios52B;N;0;
4007380;Alameda_Alameda;N;0;
4007580;SA(Est)_EStApoln;N;1;
4007581;EStApoln_SA(Est);N;1;
4007660;EOriente=Restaur;N;0;
4007661;Restaur=EOriente;N;0;
4007860;CSodre=EOriente210;N;0;
4008080;SSueste_BelemJ;N;0;
4007862;EOriente=CSodre210;N;0;
4008100;BelemJ_SSueste;N;0;
4008120;SA(Est)_SSueste;N;1;
4008121;SSueste_SA(Est);N;1;
4008140;SRios=PontinhM;N;0;
4008141;PontinhM=SRios;N;0;
4008160;Pt(Est)_PEspanha;N;1;
4008161;PEspanha_Pt(Est);N;1;
4002121;Saldanha_Galinheir;N;0;0
4002123;Galinheir_Saldanha;N;0;0
4003093;CSodre_BPCruz;N;0;0
4003095;BPCruz_CSodre;N;0;0
4003097;PontinhM_CSodre;N;0;0
4003480;RSPaulo_LCalhariz;N;0;0
4003481;LCalhariz_RSPaulo;N;0;0
4003482;LAnunciad_RCamPestn;N;0;0
4003483;RCamPestn_LAnunciad;N;0;0
4004880;SRios_SRios-EM;N;0;0
4005280;Pt(Est)_CemAjuda;Y;1;0
4003780;ISEL_SRios;N;0;0
4004440;CMPatria_CMilitM;N;0;0
4004460;Alcant=PontinhR711;N;0;0
4004461;PontinhR=Alcant711;N;0;0
4005281;CemAjuda_Pt(Est);Y;1;0
4006500;Calvario_PNacoes;N;0;0
4006501;PNacoes_Calvario;N;0;0
4007040;Restaur_MoscavL;N;0;0
4007041;MoscavL_Restaur;N;0;0
4007540;AlcantM_AlcantM;N;0;
4007560;SA(Est)_AlcantM;N;1;
4007561;AlcantM_SA(Est);N;1;
4007600;EOriente_EOriente;N;0;
4007620;SRios_PUAjuda;N;0;
4007621;PUAjuda_SRios;N;0;
4007640;BelemJ=EOriente;N;0;
4007641;EOriente=BelemJ;N;0;
4007740;Mf(Est)_Picheleir;N;1;
4008040;EOriente_PteVGama;N;0;
4008041;PteVGama_EOriente;N;0;
4002281;Amoreiras_PVelho;N;0;0
4002283;PVelho_Amoreiras;N;0;0
4002563;PVelho_SSueste;N;0;0
4002607;Galinheir=CGrandMC-V;Y;1;0
4002561;SSueste_PVelho;N;0;0
4006620;CMilitM=PUAjuda;N;0;0
4006621;PUAjuda=CMilitM;N;0;0
4002893;CMPatria_CSodre;N;0;0
4002921;MPombal_Portela;N;0;0
4002923;Portela_MPombal;N;0;0
4002961;Alameda_ECampol;N;0;0
4002963;ECampol_Alameda;N;0;0
4002965;Alameda_Benfica;N;0;0
4002967;Benfica_Alameda;N;0;0
4003198;MMoniz=PLCamoesD;N;0;0
4003199;PLCamoes=MMonizD;N;0;0
4003258;CUnivers_QAlcout;N;0;0
4003259;QAlcout_CUnivers;N;0;0
4003380;PFigueir_BelemJ;N;0;0
4003381;BelemJ_PFigueir;N;0;0
4003382;SA(Est)_BelemJ;N;1;0
4003383;BelemJ_SA(Est);N;1;0
4003860;V-Gloria_Restaur;Y;1;0
4003861;V-Restaur_Gloria;Y;1;0
4003862;V-Gloria_SPAlcant;Y;1;0
4003863;V-SPAlcant_Gloria;Y;1;0
4007840;ERoma-Ar_PBelVista;N;0;
4007080;ISEL_ERoma-Ar;N;0;0
4003920;BelemJ_CSodre;N;0;0
4003921;CSodre_BelemJ;N;0;0
4007081;ERoma-Ar_ISEL;N;0;0
4004140;CREst_AvJMalhoa;Y;1;0
4007140;OdivB=Rossio;N;0;
4007160;Rossio=SRoubado;N;0;
4007161;SRoubado=Rossio;N;0;
4007260;BelaFlor_SerafinaI;N;0;
4004262;CPequeno_CREst;Y;1;0
4004263;CREst_CPequeno;Y;1;0
4004264;CPequeno_Mg(Est);Y;1;0
4004265;Mg(Est)_CPequeno;Y;1;0
4004420;CSodre=Prazeres;N;0;0
4004421;Prazeres=CSodre;N;0;0
4007261;SerafinaI_BelaFlor;N;0;
4007841;PBelVista_ERoma-Ar;N;0;
4002361;CSodre_SA(Est);Y;1;0
4002363;SA(Est)_CSodre;Y;1;0
4002641;CGrandM=GalinheirC-V;Y;1;0
4002643;CGrandM=GalinheirLMg;N;0;0
4002645;Galinheir=CGrandMLMg;N;0;0
4006980;ECampol=Estrela;N;0;0
4007000;Estrela_ECampol-V;Y;1;0
4007020;ECampol_Alges;N;0;0
4003041;EBenfica_Alges;N;0;0
4003300;Mf(Est)_Santos;Y;1;0
4003301;Santos_Mf(Est);Y;1;0
4007021;Alges=ECampol-V;N;0;0
4003840;Prazeres==Graca;N;0;0
4004360;EOriente=EStApoln;N;0;0
4004361;EStApoln=EOriente;N;0;0
4004744;Mg(Est)_Lumiar;Y;1;0
4004745;Lumiar_Mg(Est);Y;1;0
4004860;ROuro_LCarmo-V;Y;1;0
4004861;LCarmo_ROuro-V;Y;1;0
4005080;PSol=PLCamoes;N;0;0
4005081;PLCamoes=PSol;N;0;0
4007120;Alges_CQuebrFMH;N;0;
4005501;EOriente_CSodre-MP;N;0;0
4005502;CSodre_EOriente-V;Y;1;0
4007121;CQuebrFMH_Alges;N;0;
4007240;Entrecp_EntrecpUSF;N;0;
4007241;ERoma-Ar_ERoma-Ar;N;0;
4007680;Mf(Est)_BPCruz;N;1;
4007681;BPCruz_Mf(Est);N;1;
4007682;Mf(Est)_PontinhM;N;1;
4007683;PontinhM_Mf(Est);N;1;
4007760;MPombal_CCongress;N;0;
4007761;CCongress_MPombal;N;0;
4007780;Entrecp_BelemJ;N;0;
4007781;BelemJ_Entrecp;N;0;
4007940;Mf(Est)_SRios;N;1;
4007941;SRios_Mf(Est);N;1;
4007942;Mf(Est)_Calhariz;N;1;
4007943;Calhariz_Mf(Est);N;1;
4003440;CREst_SRios;Y;1;0
4003441;SRios_CREst;Y;1;0
4004620;Pt(Est)_Entrecp;Y;1;0
4004621;Entrecp_Pt(Est);Y;1;0
4006080;MMoniz_Sacavem;N;0;0
4006081;Sacavem_MMoniz;N;0;0
4006100;PChile_Sacavem;N;0;0
4006101;Sacavem_PChile;N;0;0
4002529;Aerop_AvJMalhoa;N;0;0
4002531;AvJMalhoa_Aerop;N;0;0
4006120;Mg(Est)_Sacavem;Y;1;0
4006121;Sacavem_Mg(Est);Y;1;0
4006122;CREst_Sacavem;Y;1;0
4006123;Sacavem_CREst;Y;1;0
4006680;Pt(Est)_Olaias;N;1;0
4006681;Olaias_Pt(Est);N;1;0
4006840;CMPatria=ReboleirM-ED;N;0;0
4006841;ReboleirM=CMPatria-ED;N;0;0
4006860;CGrandeM=EDamaia;N;0;0
4006861;EDamaia=CGrandeM;N;0;0
4007720;Picheleir_Mf(Est);N;1;
4007800;Mf(Est)_EstCR;N;1;
4007440;Estrela_Estrela;N;0;
4007460;Mf(Est)_Estrela;N;1;
4007461;Estrela_Mf(Est);N;1;
4007801;EstCR_EstPt;N;1;
4007802;EstPt_EstMf;N;1;
4002721;SRios_SRios;N;0;0
4003158;MMoniz=Prazeres12E;N;0;0
4003159;Prazeres=MMoniz12E;N;0;0
4003280;Santos=Prazeres;N;0;0
4003281;Prazeres=Santos;N;0;0
4003282;Santos_SA(Est);Y;1;0
4003283;SA(Est)_Santos;Y;1;0
4003284;Santos=GFreire(Obras);N;0;0
4003285;GFreire=Santos(Obras);N;0;0
4003740;Alcant=PontinhM;N;0;0
4003741;Pt(Est)_Alcant;Y;1;0
4003742;Alcant_Pt(Est);Y;1;0
4003760;AlgesJ=BelemJ;N;0;0
4003761;BelemJ=AlgesJ;N;0;0
4004220;MPombal=Caselas-InfS;N;0;0
4004221;Caselas=MPombal-InfS;N;0;0
4004222;PNacoesN_PNacoesS;N;0;0
4004223;PNacoesS_PNacoesN;N;0;0
4004400;Alameda_Sapador;N;0;0
4004401;Sapador_Alameda;N;0;0
4004760;Olivais_Olivais;N;0;0
4004980;COurique_Pt(Est);Y;1;0
4004762;PNacoesN_PNacoesS26B;N;0;0
4004763;PNacoesS_PNacoesN26B;N;0;0
4004981;Pt(Est)_COurique;Y;1;0
4005100;Mf(Est)_PSol;Y;1;0
4005101;PSol_Mf(Est);Y;1;0
4005120;PLCamoes_Estrela;N;0;0
4005121;Estrela_PLCamoes;N;0;0
4005460;Z-Alges_EStApoln;N;0;0
4005700;Mf(Est)_Entrecp;Y;1;0
4006320;MMoniz_CStClara;N;0;0
4006321;CStClara_MMoniz;N;0;0
4006960;SRios_ACego;N;0;0
4006961;ACego_SRios;N;0;0
4007100;HStMaria_Caselas;N;0;0
4007101;Caselas_HStMaria;N;0;0
4007180;BelemJ_Portela;N;0;
4007520;Alges=EBenfica;N;0;
4007900;PUAjuda_TapadAjud;N;0;
4007901;TapadAjud_PUAjuda;N;0;
4007902;PUAjuda_CSodre;N;0;
4007903;CSodre_PUAjuda;N;0;
4004660;VFormoso_BAlfinetes;N;0;0
4004661;BAlfinetes_VFormoso;N;0;0
4003820;MMoniz_Prazeres;N;0;0
4003821;Prazeres_MMoniz;N;0;0
4003822;MMoniz_Estrela;N;0;0
4003823;Estrela_MMoniz;N;0;0
4003824;MMoniz=PLCamoes;N;0;0
4003825;PLCamoes=MMoniz;N;0;0
4003826;Graca_Estrela;N;0;0
4003827;Estrela==Graca;N;0;0
4003960;Pt(Est)_ADamaia;Y;1;0
4003961;ADamaia_Pt(Est);Y;1;0
4004020;PFigueir_GFreire;N;0;0
4004021;GFreire_PFigueir;N;0;0
4004040;GFreire_PFigueir-V;Y;1;0
4005200;Sapador=Sapador;N;0;0
4004681;AmendM_AmendM;N;0;0
4004682;AChapel_Lumiar;N;0;0
4004683;Lumiar_AChapel;N;0;0
4005260;CemAjuda_BoaHora;N;0;0
4005261;BoaHora_CemAjuda;N;0;0
4005620;PAjuda_Mf(Est);Y;1;0
4005621;Mf(Est)_PAjuda;Y;1;0
4005780;Mf(Est)_CCongress;Y;1;0
4005781;CCongress_Mf(Est);Y;1;0
4005800;BoaHora_BoaHora;N;0;0
4005801;Alges_Alges;N;0;0
4005880;PLumiar_PLumiar43B;N;0;0
4005881;PLumiar_PLumiar44B;N;0;0
4006460;CSodre_PNacoes;N;0;0
4006420;CREst_Campol;Y;1;0
4006440;PNacoes_Mf(Est);Y;1;0
4006461;PNacoes_CSodre;N;0;0
4006480;Mf(Est)_PNacoes;Y;1;0
4006560;Mf-16_Mg-13;N;0;0
4006561;Mg-13_Mf-16;N;0;0
4006562;EstMf_Mf(Est);N;1;0
4006563;Mf(Est)_EstMf;Y;1;0
4006760;Fetais_CGrandeM;N;0;0
4006761;CGrandeM_Fetais-V;Y;1;0
4006800;Fetais_CGrandeM-V;Y;1;0
4006820;CGrandeM_Fetais;N;0;0
4006940;EStApoln_Alameda;N;0;0
4006941;Alameda_EStApoln;N;0;0
4007820;VelaLatina_Santos;N;0;
4007821;Santos_VelaLatina;N;0;
4008060;PFigueir_CSodreE;N;0;
4008061;CSodre_PFigueirE;N;0;
