ROUTE_VERSION_ID;TRACK_ID;RTTR_ORDER
31;650;5
31;651;6
31;652;7
31;653;8
31;654;9
31;655;10
31;1188;11
31;2396;12
31;658;13
31;659;14
31;660;15
31;661;16
31;662;17
31;663;18
31;664;19
31;3258;20
31;3259;21
31;666;22
31;667;23
31;668;24
31;669;25
31;670;26
31;671;27
31;672;28
31;673;29
31;674;30
31;675;31
31;676;32
31;677;33
31;678;34
31;679;35
31;680;36
32;682;0
32;683;1
32;684;2
32;685;3
32;686;4
32;687;5
32;688;6
32;5636;7
32;5577;8
32;293;9
32;294;10
32;295;11
32;296;12
32;297;13
32;298;14
32;690;15
32;691;16
32;692;17
32;693;18
32;694;19
32;695;20
32;696;21
32;697;22
32;646;23
32;647;24
32;648;25
32;698;26
32;699;27
32;700;28
32;205;29
32;206;30
32;207;31
33;208;0
33;209;1
33;210;2
33;211;3
33;212;4
33;640;5
33;641;6
33;642;7
33;643;8
33;701;9
33;702;10
33;703;11
33;704;12
33;705;13
33;706;14
33;707;15
33;708;16
33;320;17
33;321;18
33;322;19
33;323;20
33;324;21
33;709;22
33;224;23
33;4836;24
33;227;25
33;228;26
33;229;27
33;230;28
33;710;29
34;711;0
34;712;1
34;713;2
34;714;3
34;715;4
34;716;5
34;717;6
34;718;7
34;719;8
34;720;9
34;721;10
35;722;0
35;723;1
35;724;2
35;725;3
35;726;4
35;727;5
35;728;6
35;729;7
35;730;8
35;731;9
35;732;10
36;2253;0
36;735;1
36;736;2
36;737;3
36;738;4
36;739;5
36;740;6
36;741;7
36;742;8
36;743;9
36;744;10
36;745;11
36;746;12
36;747;13
36;748;14
36;749;15
36;750;16
36;562;17
36;563;18
36;564;19
36;565;20
36;566;21
36;567;22
36;568;23
36;569;24
36;570;25
36;373;26
36;374;27
36;571;28
36;572;29
36;751;30
2297;9736;20
37;4597;0
37;578;1
37;579;2
37;435;3
37;580;4
37;581;5
37;582;6
37;583;7
37;584;8
37;585;9
37;586;10
37;587;11
37;753;12
37;754;13
37;755;14
37;756;15
37;757;16
37;758;17
37;5176;18
37;5177;19
37;4418;20
37;762;21
37;763;22
37;764;23
37;765;24
37;766;25
37;767;26
37;768;27
37;769;28
37;770;29
37;771;30
37;772;31
38;2253;0
38;735;1
38;736;2
38;737;3
38;738;4
38;739;5
38;740;6
38;741;7
38;742;8
38;743;9
38;744;10
38;745;11
38;746;12
38;747;13
38;748;14
38;749;15
38;750;16
38;774;17
2297;11210;21
39;775;0
39;754;1
39;755;2
39;756;3
39;757;4
39;758;5
39;5176;6
39;5177;7
39;4418;8
39;762;9
39;763;10
39;764;11
39;765;12
39;766;13
39;767;14
39;768;15
39;769;16
39;770;17
39;771;18
39;772;19
198;1640;11
198;1641;12
198;1663;13
198;1664;14
198;1665;15
198;224;16
198;3956;17
198;66;18
198;67;19
198;68;20
198;69;21
198;70;22
198;71;23
198;72;24
198;73;25
198;5616;26
198;5676;27
198;4556;28
198;2175;29
198;2176;30
198;2177;31
198;2178;32
198;2179;33
198;2180;34
198;2181;35
198;2182;36
198;2183;37
198;2184;38
198;1211;39
198;2185;40
198;2186;41
198;2187;42
198;2188;43
198;2189;44
198;2190;45
198;2191;46
198;827;47
198;828;48
198;787;49
198;788;50
198;789;51
198;790;52
199;8636;0
199;8656;1
199;2365;2
199;2196;3
199;8676;4
199;8677;5
199;1611;6
199;2197;7
199;166;8
199;2198;9
199;1514;10
199;1515;11
199;1759;12
199;268;13
199;269;14
199;270;15
199;271;16
199;2280;17
199;2281;18
199;274;19
199;2199;20
199;2039;21
199;2040;22
199;2041;23
199;1837;24
199;2042;25
199;2043;26
199;2044;27
199;2045;28
199;2046;29
199;2047;30
199;1437;31
200;2204;0
200;1664;1
200;2205;2
200;4796;3
200;1646;4
200;2050;5
200;2051;6
200;2052;7
200;2053;8
200;1038;9
200;2054;10
200;2055;11
200;2056;12
200;341;13
200;342;14
200;343;15
200;344;16
200;2207;17
200;2208;18
200;347;19
200;348;20
200;349;21
200;1985;22
200;2209;23
200;1399;24
200;2210;25
200;1255;26
200;1256;27
200;1339;28
200;1606;29
200;1607;30
200;2352;31
201;2199;0
201;2039;1
201;2040;2
201;2041;3
201;1837;4
201;2042;5
201;2043;6
201;2044;7
201;2045;8
201;2046;9
201;2047;10
201;2200;11
201;2201;12
201;2202;13
201;511;14
201;2203;15
202;2204;0
202;1664;1
202;2205;2
202;2206;3
202;2049;4
202;2050;5
202;2051;6
202;2052;7
202;2053;8
202;1038;9
202;2054;10
202;2055;11
202;2056;12
202;341;13
202;342;14
202;343;15
203;4517;0
203;4518;1
203;2213;2
203;2214;3
203;2640;4
203;344;5
203;345;6
203;1393;7
203;1394;8
203;2217;9
203;2218;10
203;2219;11
204;2220;0
204;2221;1
204;1761;2
204;1520;3
204;1521;4
204;273;5
204;2222;6
204;2223;7
204;2224;8
204;2225;9
204;2226;10
204;4519;11
205;2229;0
205;2230;1
205;2231;2
205;2232;3
205;2233;4
205;107;5
205;108;6
205;109;7
205;2234;8
205;2235;9
205;2228;10
206;2236;0
206;2237;1
206;1432;2
206;1433;3
206;1434;4
206;1435;5
206;1436;6
206;2031;7
206;2238;8
206;293;9
206;294;10
206;295;11
206;296;12
206;2239;13
206;2240;14
206;400;15
206;401;16
206;402;17
206;403;18
206;2241;19
206;2242;20
207;2243;0
207;2244;1
207;2245;2
207;2246;3
207;2247;4
207;2248;5
239;6177;29
238;2508;27
64;1245;43
170;1969;35
171;1994;33
168;1969;27
169;1002;27
65;1257;31
48;963;39
938;5356;0
195;2160;30
195;2161;31
83;3116;31
677;525;0
195;2033;32
64;2645;44
134;1444;38
677;526;1
677;527;2
677;2325;3
677;2326;4
677;530;5
677;531;6
677;532;7
677;533;8
677;534;9
677;535;10
677;536;11
677;123;12
677;124;13
677;125;14
677;126;15
677;127;16
678;128;0
678;129;1
678;130;2
678;131;3
678;132;4
678;540;5
678;541;6
678;542;7
678;543;8
678;544;9
678;545;10
678;546;11
678;547;12
678;2327;13
678;2328;14
678;549;15
678;550;16
678;551;17
937;5338;20
937;5339;21
937;840;22
937;841;23
937;1422;24
937;1423;25
937;1424;26
937;1425;27
937;1426;28
937;1427;29
937;844;30
937;1428;31
938;2505;1
938;2506;2
938;1694;3
938;2507;4
938;2508;5
938;2509;6
938;5359;7
938;5360;8
938;848;9
938;5361;10
938;5362;11
938;851;12
938;852;13
938;853;14
938;854;15
938;1150;16
938;1121;17
938;1122;18
196;827;47
939;12736;0
939;12737;1
939;1124;2
939;795;3
939;796;4
939;797;5
939;798;6
939;5376;7
939;5377;8
939;5378;9
939;2495;10
939;2496;11
939;2497;12
939;1689;13
939;2498;14
939;5396;15
940;5360;0
940;848;1
940;1697;2
940;1698;3
940;1699;4
940;1700;5
940;1701;6
940;1702;7
940;1703;8
940;1704;9
940;2302;10
940;2303;11
940;2304;12
940;5416;13
940;5436;14
940;5437;15
940;5438;16
940;5377;17
940;5439;18
957;711;0
957;712;1
957;713;2
957;714;3
957;715;4
957;716;5
957;717;6
957;718;7
957;6576;8
957;6577;9
957;720;10
957;1480;11
957;1481;12
957;1482;13
957;7356;14
957;7399;18
977;729;20
239;509;25
239;510;26
977;5978;0
977;1198;1
977;1199;2
977;7816;3
977;7836;4
977;2410;5
977;2411;6
977;2412;7
977;5476;8
977;5477;9
977;5478;10
977;1461;11
977;1462;12
977;722;13
977;723;14
977;724;15
977;725;16
977;726;17
977;727;18
977;728;19
27;5557;24
23;522;52
108;1376;51
197;791;49
198;791;53
53;5697;24
54;1048;23
29;777;28
678;552;18
957;7400;19
957;2379;20
917;2335;20
917;2336;21
917;2337;22
918;2345;19
918;1823;20
918;1824;21
918;4696;22
918;4697;23
918;1826;24
239;511;27
997;775;0
997;1718;1
997;1719;2
997;1720;3
997;1721;4
997;1722;5
997;1723;6
997;1724;7
997;1725;8
997;1726;9
997;5856;10
997;5876;11
997;1728;12
997;1729;13
997;1730;14
997;1731;15
997;750;16
997;774;17
239;6176;28
240;242;27
240;2526;28
240;2527;29
1017;2010;0
1017;1260;1
1017;1261;2
1017;1134;3
1017;1135;4
1017;2308;5
1017;2512;6
1017;2513;7
1017;961;8
1017;962;9
1017;2514;10
1017;2515;11
1017;46;12
1017;2516;13
1017;2039;14
1017;2040;15
1017;2041;16
1017;1837;17
1017;2042;18
1017;2043;19
1017;2044;20
1017;2045;21
1017;2046;22
1017;2047;23
1017;1437;24
1017;689;25
1017;1273;26
1037;223;0
1037;1666;1
1037;1646;2
1037;2050;3
1037;2051;4
1037;2052;5
1037;2053;6
1037;1038;7
1037;2054;8
1037;2055;9
1037;2056;10
1037;341;11
1037;342;12
1037;2519;13
1037;79;14
1037;2520;15
1037;2521;16
1037;2522;17
1037;905;18
1037;906;19
1037;2523;20
1037;2524;21
1037;1251;22
1037;2525;23
1037;241;24
1037;242;25
1037;2526;26
1037;2527;27
1077;320;0
1077;321;1
1077;322;2
1077;323;3
211;2257;7
211;1998;8
211;1999;9
211;2261;10
211;2262;11
211;2263;12
211;2264;13
211;1281;14
211;5196;15
211;658;16
211;659;17
211;660;18
211;582;19
211;583;20
211;584;21
211;585;22
211;586;23
211;587;24
211;588;25
211;2717;26
211;2274;27
211;757;28
211;758;29
211;4416;30
211;4417;31
211;4418;32
211;762;33
211;763;34
211;764;35
211;765;36
211;766;37
211;767;38
211;768;39
211;769;40
211;770;41
211;771;42
211;772;43
211;5937;44
212;2113;0
212;2114;1
212;2115;2
212;1950;3
212;1834;4
212;1951;5
212;1392;6
212;345;7
212;1393;8
212;5996;9
212;348;10
212;1751;11
212;2275;12
212;2276;13
212;1753;14
212;1754;15
212;1455;16
212;1456;17
212;2;18
212;3;19
212;4;20
212;1457;21
212;1198;22
212;1199;23
212;1200;24
212;7457;25
212;8156;26
212;1459;27
212;1460;28
212;1461;29
212;1462;30
212;722;31
212;1463;32
212;1464;33
212;6756;34
212;1467;35
212;1468;36
212;1469;37
212;1470;38
212;1471;39
213;1472;0
213;1473;1
213;1474;2
213;1475;3
213;1476;4
213;1477;5
213;1478;6
213;1479;7
213;1480;8
213;1481;9
213;1482;10
213;1483;11
213;1484;12
213;1485;13
213;1203;14
213;1236;15
213;1237;16
213;1486;17
213;1487;18
213;27;19
213;1488;20
213;1489;21
213;2277;22
213;2278;23
213;1758;24
213;1515;25
213;1516;26
213;2279;27
213;269;28
213;270;29
213;271;30
213;272;31
213;273;32
213;274;33
213;604;34
213;1952;35
213;2002;36
213;2003;37
213;1213;38
213;2004;39
214;1049;0
214;2114;1
214;2282;2
214;2283;3
214;95;4
214;1797;5
214;1798;6
214;1799;7
214;1800;8
214;1801;9
214;1227;10
214;2525;11
214;241;12
214;242;13
214;243;14
214;1141;15
214;1142;16
214;1143;17
214;1144;18
214;2285;19
214;2286;20
214;2287;21
214;2288;22
214;2289;23
214;1681;24
214;1682;25
214;1683;26
214;1684;27
214;1685;28
214;1686;29
214;1687;30
214;800;31
214;801;32
214;2290;33
214;616;34
214;617;35
214;2291;36
214;2292;37
214;1404;38
214;1405;39
214;1406;40
214;1407;41
214;1408;42
214;1409;43
214;2293;44
214;1079;45
214;2131;46
214;2132;47
214;2294;48
214;2295;49
214;819;50
214;820;51
214;821;52
215;829;0
215;830;1
215;831;2
215;832;3
215;1589;4
215;2296;5
215;2060;6
215;1066;7
215;2297;8
215;1505;9
215;1506;10
215;1507;11
215;1508;12
215;1509;13
215;2298;14
215;2299;15
215;674;16
215;675;17
215;6156;18
215;848;19
215;1697;20
215;1698;21
215;1699;22
215;1700;23
215;1701;24
215;1702;25
215;1703;26
215;1704;27
215;2302;28
215;2303;29
215;2304;30
215;2305;31
215;1131;32
215;1132;33
215;1133;34
215;2306;35
215;2307;36
215;2308;37
215;1209;38
215;2309;39
215;1828;40
215;1829;41
215;2310;42
215;162;43
215;2311;44
215;1621;45
215;2312;46
215;2313;47
215;1095;48
216;4097;0
216;1097;1
216;1098;2
216;9957;3
216;6036;4
216;823;5
216;824;6
216;825;7
216;826;8
216;827;9
216;828;10
216;787;11
216;1940;12
216;1941;13
216;1942;14
216;1943;15
216;1944;16
216;1891;17
216;1892;18
216;4457;19
216;4458;20
216;1894;21
216;2314;22
216;1058;23
216;614;24
216;1059;25
216;1060;26
216;1061;27
216;1062;28
216;1816;29
216;1817;30
216;830;31
216;831;32
216;11676;33
216;1902;34
216;1903;35
216;1904;36
216;1905;37
216;1906;38
216;1793;39
216;2318;40
216;1069;41
216;1070;42
216;1071;43
216;1411;44
217;1503;0
217;1074;1
217;1075;2
217;2319;3
217;2320;4
217;1788;5
217;2321;6
217;1908;7
217;1909;8
217;1910;9
217;1587;10
217;1588;11
217;11677;12
217;2294;13
217;2295;14
217;819;15
217;820;16
217;1772;17
217;4476;18
217;4477;19
217;1083;20
217;1084;21
217;1085;22
217;1086;23
217;1087;24
217;1088;25
217;1919;26
217;1920;27
217;4478;28
217;4496;29
217;4497;30
217;1922;31
217;1923;32
217;1945;33
217;1946;34
217;1947;35
217;1948;36
217;485;37
217;486;38
217;859;39
217;860;40
217;861;41
217;862;42
217;863;43
217;193;44
218;2236;0
218;524;1
218;525;2
218;526;3
218;527;4
218;2325;5
218;2326;6
218;530;7
218;531;8
218;532;9
218;533;10
218;534;11
218;535;12
218;536;13
218;123;14
218;124;15
218;125;16
218;126;17
218;127;18
219;128;0
219;129;1
219;130;2
219;131;3
219;132;4
219;540;5
219;541;6
219;542;7
219;543;8
219;544;9
219;545;10
219;546;11
219;547;12
219;2327;13
219;2328;14
219;549;15
219;550;16
219;551;17
220;1763;0
220;1764;1
220;1765;2
220;1766;3
220;2329;4
220;2330;5
220;4636;6
220;1769;7
220;1770;8
220;1771;9
220;819;10
220;820;11
220;2333;12
220;1914;13
220;1915;14
221;2338;0
221;2339;1
221;2340;2
221;1897;3
221;1898;4
221;1899;5
221;2333;6
221;830;7
221;831;8
221;2341;9
221;2342;10
221;2343;11
221;2344;12
221;2345;13
222;8816;0
222;2348;1
222;1514;2
222;1515;3
222;2349;4
222;1987;5
222;1988;6
222;2350;7
222;2351;8
222;1606;9
222;1607;10
222;2352;11
222;2353;12
222;2354;13
222;1346;14
222;1347;15
222;1348;16
222;1858;17
222;2273;18
222;755;19
222;756;20
222;757;21
222;758;22
222;2355;23
222;51;24
222;52;25
222;53;26
222;2356;27
222;2357;28
222;2358;29
223;2359;0
223;2360;1
223;2361;2
223;72;3
223;73;4
223;5616;5
223;5896;6
223;747;7
223;748;8
223;749;9
223;750;10
223;1849;11
223;1850;12
223;1341;13
223;1342;14
223;1343;15
223;2363;16
223;2364;17
223;2365;18
223;2196;19
223;8676;20
223;8677;21
223;1611;22
223;2366;23
223;1991;24
223;2367;25
223;1753;26
223;1754;27
223;1455;28
224;8816;0
224;2348;1
224;1514;2
224;1515;3
224;2349;4
224;1987;5
224;1988;6
224;2350;7
224;2351;8
224;1606;9
224;1607;10
224;2352;11
224;2353;12
224;2354;13
224;1346;14
224;1347;15
224;1348;16
225;11177;0
225;1341;1
225;1342;2
225;1343;3
225;2363;4
225;2364;5
225;2365;6
225;2196;7
225;8676;8
225;8677;9
225;1611;10
225;2366;11
225;1991;12
225;2367;13
225;1753;14
225;1754;15
225;1455;16
226;2371;0
226;2372;1
226;1463;2
226;1464;3
226;2373;4
226;2374;5
226;2375;6
226;2376;7
226;2377;8
226;9516;9
226;7400;10
226;2379;11
226;2380;12
226;2381;13
226;2382;14
226;2383;15
226;7215;16
226;7214;17
226;7205;18
226;7206;19
226;9536;20
227;2395;0
227;2264;1
227;1188;2
227;2396;3
227;658;4
227;659;5
227;437;6
227;946;7
227;947;8
227;948;9
227;949;10
227;950;11
227;2397;12
227;2398;13
227;6456;14
227;6457;15
227;2400;16
227;2401;17
227;2402;18
227;2403;19
227;9576;20
227;9577;21
227;2105;22
228;2371;0
228;2372;1
228;1463;2
228;1464;3
228;2373;4
228;2374;5
228;2375;6
228;2376;7
228;2377;8
228;2378;9
228;2379;10
228;2380;11
228;2381;12
228;2382;13
228;2383;14
228;2384;15
228;2385;16
228;2386;17
228;2387;18
228;2388;19
228;2389;20
228;2390;21
228;6436;22
228;6437;23
228;2392;24
228;2393;25
228;926;26
228;927;27
228;928;28
228;929;29
228;930;30
229;946;0
229;947;1
229;948;2
229;949;3
229;950;4
229;2397;5
229;2398;6
229;6456;7
229;6457;8
229;2400;9
229;2401;10
229;2402;11
229;2403;12
229;2404;13
229;2405;14
229;2406;15
229;2407;16
229;2408;17
229;2409;18
229;2410;19
229;2411;20
229;2412;21
229;2413;22
229;2414;23
229;2415;24
229;2416;25
229;2417;26
229;6776;27
230;2421;0
230;2422;1
230;1277;2
230;2423;3
230;2260;4
230;577;5
230;2261;6
230;2262;7
230;2263;8
230;2424;9
230;634;10
230;2425;11
230;2426;12
230;2427;13
230;382;14
230;383;15
230;384;16
230;385;17
230;386;18
230;2591;19
230;2592;20
230;11816;21
230;3237;22
230;214;23
230;215;24
230;1332;25
230;2429;26
230;1952;27
230;1953;28
231;2431;0
231;499;1
231;500;2
231;501;3
231;502;4
231;503;5
231;504;6
231;505;7
231;2432;8
231;4418;9
231;2433;10
231;458;11
231;2434;12
231;2435;13
231;1837;14
231;2436;15
231;540;16
231;541;17
231;542;18
231;543;19
231;544;20
231;545;21
231;2437;22
231;285;23
231;286;24
231;287;25
231;288;26
231;289;27
231;2438;28
231;227;29
231;228;30
231;229;31
231;230;32
231;2439;33
232;2440;0
232;683;1
232;684;2
232;685;3
232;686;4
232;687;5
232;2441;6
232;328;7
232;329;8
232;330;9
232;331;10
232;2442;11
232;2443;12
232;532;13
232;2444;14
232;1041;15
232;1042;16
232;2445;17
232;2446;18
232;2447;19
232;2055;20
232;2448;21
232;2449;22
232;472;23
232;2450;24
232;744;25
232;4536;26
232;4556;27
232;2175;28
232;2176;29
232;2177;30
232;2178;31
232;2179;32
232;2180;33
232;2452;34
232;2453;35
233;4364;0
233;5016;1
233;525;2
233;526;3
233;527;4
233;2456;5
233;284;6
233;285;7
233;286;8
233;287;9
233;288;10
233;289;11
233;290;12
233;5636;13
233;5577;14
233;293;15
233;294;16
233;295;17
233;296;18
233;297;19
233;298;20
233;690;21
233;1932;22
233;2457;23
233;2458;24
233;2459;25
233;2460;26
233;1289;27
233;1290;28
233;2461;29
233;2462;30
233;2463;31
233;2464;32
233;2465;33
234;7498;0
234;7499;1
234;2474;2
234;2475;3
234;2476;4
234;2477;5
234;2478;6
234;638;7
234;2479;8
234;2480;9
234;357;10
234;358;11
234;359;12
234;360;13
234;2481;14
95;113;18
95;114;19
95;115;20
96;1337;0
96;134;1
96;135;2
96;136;3
96;137;4
96;138;5
96;139;6
96;140;7
96;141;8
96;142;9
96;143;10
96;144;11
96;145;12
96;146;13
96;147;14
96;148;15
96;149;16
96;150;17
96;151;18
96;152;19
96;153;20
96;154;21
96;155;22
96;156;23
96;157;24
96;158;25
96;159;26
96;160;27
97;1315;0
97;1316;1
97;1329;2
97;1330;3
98;1331;0
98;1318;1
98;1319;2
98;1320;3
99;1338;0
99;1339;1
99;969;2
99;970;3
99;1340;4
99;1341;5
99;1342;6
99;1343;7
99;1344;8
99;978;9
99;979;10
99;927;11
99;928;12
99;929;13
99;930;14
99;246;15
99;247;16
99;248;17
99;249;18
99;250;19
99;251;20
99;252;21
99;253;22
99;254;23
99;255;24
99;256;25
99;257;26
99;5036;27
99;5037;28
99;259;29
99;260;30
99;261;31
100;1274;0
100;1275;1
100;1276;2
100;1277;3
100;1278;4
100;1279;5
100;1280;6
100;1185;7
100;1186;8
100;1187;9
100;655;10
100;1281;11
100;1282;12
100;1283;13
100;1284;14
100;1285;15
100;946;16
100;947;17
100;948;18
100;949;19
100;996;20
100;997;21
100;1345;22
100;1346;23
100;1347;24
100;1348;25
100;1349;26
100;1004;27
100;1005;28
100;1006;29
100;1007;30
101;1350;0
101;349;1
101;1351;2
101;1352;3
101;1353;4
101;1354;5
101;1355;6
101;1356;7
101;1357;8
101;797;9
101;798;10
101;799;11
101;800;12
101;1358;13
102;1359;0
102;849;1
102;850;2
102;851;3
102;852;4
102;1360;5
102;1361;6
102;1362;7
102;1363;8
102;1364;9
102;1365;10
102;1366;11
102;1367;12
102;1368;13
102;1369;14
103;1370;0
103;1371;1
104;1372;0
104;1373;1
105;1337;0
105;134;1
105;135;2
105;136;3
105;137;4
105;138;5
105;139;6
105;140;7
105;141;8
105;142;9
105;143;10
105;144;11
105;145;12
105;146;13
105;147;14
105;148;15
105;149;16
105;150;17
105;151;18
105;152;19
105;153;20
105;2813;21
106;2812;0
106;104;1
106;105;2
106;106;3
106;107;4
106;108;5
106;109;6
106;110;7
106;111;8
106;112;9
106;113;10
106;114;11
106;115;12
106;116;13
106;117;14
106;118;15
106;119;16
106;120;17
106;121;18
106;122;19
106;123;20
106;124;21
106;125;22
106;126;23
106;127;24
107;95;0
107;96;1
107;97;2
107;98;3
107;99;4
107;100;5
107;101;6
107;102;7
107;103;8
107;104;9
107;105;10
107;106;11
107;107;12
107;108;13
107;109;14
107;110;15
107;111;16
107;112;17
107;113;18
107;114;19
108;480;0
108;481;1
108;482;2
108;483;3
108;484;4
108;485;5
108;486;6
108;487;7
108;488;8
108;489;9
108;490;10
108;491;11
108;492;12
108;493;13
108;494;14
108;495;15
108;496;16
108;497;17
108;5656;18
108;5657;19
108;5658;20
108;500;21
108;501;22
108;502;23
108;503;24
108;504;25
108;505;26
108;506;27
108;51;28
108;52;29
108;53;30
108;54;31
108;55;32
108;56;33
108;57;34
108;58;35
108;59;36
108;507;37
108;5636;38
108;7056;39
108;510;40
108;511;41
108;512;42
108;513;43
108;514;44
108;515;45
108;516;46
108;517;47
108;518;48
108;1374;49
108;1375;50
109;392;0
109;393;1
109;394;2
109;395;3
109;396;4
109;3296;5
109;3756;6
109;1377;7
110;1302;0
110;178;1
110;179;2
110;180;3
111;1378;0
111;1379;1
111;1380;2
111;7423;3
112;2672;0
112;1332;1
112;1391;2
112;1392;3
112;345;4
112;1393;5
112;1394;6
112;1395;7
112;1396;8
112;1397;9
112;1398;10
112;1399;11
112;1400;12
112;1401;13
112;670;14
112;671;15
112;1402;16
112;1403;17
112;1404;18
112;1405;19
112;1406;20
112;1407;21
112;1408;22
112;1409;23
112;1410;24
112;1068;25
112;1069;26
112;1070;27
112;1071;28
112;1411;29
113;1412;0
113;1413;1
113;1414;2
113;1415;3
113;1416;4
113;1417;5
113;1418;6
113;1419;7
113;1061;8
113;1062;9
113;1420;10
113;1421;11
113;834;12
113;835;13
113;836;14
113;837;15
113;838;16
113;839;17
113;840;18
113;841;19
113;1422;20
113;1423;21
113;1424;22
113;1425;23
113;1426;24
113;1427;25
113;844;26
113;1428;27
114;410;0
114;4276;1
114;3301;2
114;413;3
114;414;4
114;415;5
114;416;6
114;450;7
114;1430;8
115;2313;0
115;1431;1
115;1432;2
115;1433;3
115;1434;4
115;1435;5
115;1436;6
115;5576;7
115;7056;8
115;510;9
115;511;10
115;512;11
115;513;12
115;514;13
115;515;14
115;516;15
115;517;16
115;518;17
115;1374;18
115;1375;19
115;1376;20
115;1438;21
115;1439;22
115;1440;23
115;1441;24
115;1442;25
115;1443;26
115;312;27
115;313;28
115;1444;29
116;1445;0
116;1251;1
116;1446;2
116;1447;3
116;1448;4
116;1365;5
116;1449;6
116;1450;7
116;1451;8
116;1452;9
116;1453;10
116;621;11
116;1454;12
116;1455;13
116;1456;14
116;2;15
116;3;16
116;4;17
116;1457;18
116;1198;19
116;1199;20
116;1200;21
116;7457;22
116;8156;23
116;1459;24
116;7296;25
116;7297;26
116;7316;27
116;7336;28
116;1461;29
116;1462;30
116;722;31
116;1463;32
116;1464;33
116;6756;34
116;1467;35
116;1468;36
117;1472;0
117;1473;1
117;1474;2
117;1475;3
117;1476;4
117;1477;5
117;1478;6
117;1479;7
117;1480;8
117;1481;9
117;1482;10
117;7356;11
117;7298;12
117;7299;13
117;7300;14
117;7317;15
117;1203;16
117;1236;17
117;1237;18
117;1486;19
117;1487;20
117;27;21
117;1488;22
117;1489;23
117;1490;24
117;1491;25
117;1492;26
117;1493;27
117;1494;28
117;1495;29
117;1496;30
117;1497;31
117;1353;32
117;1498;33
117;1499;34
117;1500;35
117;1501;36
118;2;0
118;3;1
118;4;2
118;1457;3
118;1198;4
118;1199;5
118;1200;6
118;7457;7
118;8156;8
118;1459;9
118;7296;10
118;7297;11
118;7316;12
118;7336;13
118;1461;14
118;1462;15
118;722;16
118;1463;17
119;1472;0
119;1473;1
119;1474;2
119;1475;3
119;1476;4
119;1477;5
119;1478;6
119;1479;7
119;1480;8
119;1481;9
119;1482;10
119;7356;11
119;7298;12
119;7299;13
119;7300;14
119;7317;15
119;1203;16
119;1236;17
120;1503;0
120;1074;1
120;1075;2
120;1076;3
120;1077;4
120;1504;5
120;1505;6
120;1506;7
120;1507;8
120;1508;9
120;1509;10
120;1510;11
120;1511;12
120;620;13
120;1512;14
120;1513;15
120;1514;16
120;1515;17
120;1516;18
120;1517;19
120;1518;20
120;1519;21
120;1520;22
120;1521;23
120;273;24
120;274;25
120;1522;26
120;199;27
120;200;28
120;2692;29
121;1440;0
121;393;1
121;394;2
121;395;3
121;396;4
121;3296;5
121;3756;6
121;1377;7
122;410;0
122;4276;1
122;3301;2
122;413;3
122;414;4
122;415;5
122;416;6
123;3716;0
123;1432;1
123;1525;2
123;1526;3
123;335;4
123;336;5
123;337;6
123;338;7
123;339;8
123;1527;9
123;460;10
123;461;11
123;462;12
123;1528;13
123;82;14
123;1529;15
123;1530;16
123;1531;17
123;1532;18
123;1533;19
123;179;20
123;1534;21
123;1535;22
123;1536;23
123;1537;24
123;1538;25
123;1539;26
123;1540;27
123;1541;28
124;1542;0
124;823;1
124;824;2
124;1543;3
124;1544;4
124;1545;5
124;1546;6
124;1547;7
124;1548;8
124;1549;9
124;494;10
124;1249;11
124;1550;12
124;1551;13
124;1552;14
124;1553;15
124;1554;16
124;44;17
124;466;18
124;467;19
124;468;20
124;469;21
124;1555;22
124;278;23
124;279;24
124;280;25
124;281;26
124;282;27
124;1556;28
124;1557;29
124;1558;30
124;1559;31
124;3736;32
125;8536;0
125;178;1
125;179;2
125;1534;3
125;1535;4
125;1536;5
125;1537;6
125;1538;7
125;1539;8
126;1542;0
126;823;1
126;824;2
126;1543;3
126;1544;4
126;1545;5
126;1546;6
126;1547;7
126;1548;8
126;1549;9
126;494;10
126;1249;11
127;81;0
127;82;1
127;1529;2
127;1530;3
127;1531;4
127;1532;5
127;1533;6
127;179;7
127;1534;8
127;1535;9
127;1536;10
127;1537;11
127;1538;12
127;1539;13
127;1540;14
127;1541;15
128;1542;0
128;823;1
128;824;2
128;1543;3
128;1544;4
128;1545;5
128;1546;6
128;1547;7
128;1548;8
128;1549;9
128;494;10
128;1249;11
128;1550;12
128;1551;13
128;1552;14
128;1553;15
128;1554;16
128;44;17
128;1561;18
129;12356;0
129;12376;1
129;196;2
129;4096;3
129;3716;4
129;1432;5
129;1525;6
129;1526;7
129;335;8
129;336;9
129;337;10
129;338;11
129;339;12
129;1527;13
129;460;14
129;461;15
129;462;16
129;1528;17
129;82;18
129;1529;19
129;1530;20
129;1531;21
129;1532;22
129;1533;23
129;179;24
129;1534;25
129;1535;26
129;1536;27
129;1537;28
129;1538;29
129;1539;30
130;1563;0
130;1564;1
130;1565;2
130;1566;3
130;1567;4
130;1568;5
130;1569;6
130;12796;7
130;11202;8
130;1571;9
130;1603;10
130;9636;11
130;1573;12
130;166;13
130;1574;14
130;669;15
130;670;16
130;671;17
130;672;18
130;1575;19
130;1576;20
130;1577;21
130;806;22
130;807;23
130;1578;24
130;1579;25
130;1421;26
130;1580;27
130;1581;28
131;1586;0
131;1587;1
131;1588;2
131;1589;3
131;1590;4
131;814;5
131;1591;6
131;1592;7
131;842;8
131;843;9
