ID;NAME;SHORT_NAME;LATITUDE;LONGITUDE;LABEL_POS;VISIBLE;ACTIVE;CODE
247;R. Murtas Poente;R. Murtas Poente;38,7588005065918;-9,15003967285156;T;Y;Y;11401
248;R. Murtas Norte;R. Murtas Norte;38,7609596252441;-9,14737701416016;T;Y;N;11402
249;Calvanas;Calvanas;38,7639007568359;-9,1481351852417;T;Y;Y;11403
251;Estacão Musgueira;Estacão Musgueira;38,774614;-9,147396;T;Y;Y;11501
252;Esc. Sec. Lumiar;Esc. Sec. Lumiar;38,77467;-9,15583;T;Y;Y;11502
253;Alta de Lisboa (Qta. Conchas);Alta de Lisboa (Qta. Conchas);38,773609161377;-9,15113639831543;T;Y;Y;11503
254;Alta de Lisboa (Qta. Conchas);Alta de Lisboa (Qta. Conchas);38,773868560791;-9,14752578735352;T;Y;Y;11504
255;Est. Musgueira;Est. Musgueira;38,7747688293457;-9,14743328094482;T;Y;Y;11505
256;Est. Musgueira;Est. Musgueira;38,7746200561523;-9,14739990234375;T;Y;Y;11506
257;Av. Carlos Paredes;Av. Carlos Paredes;38,7742500305176;-9,15218257904053;T;Y;Y;11507
258;Esc. Sec. Lumiar;Esc. Sec. Lumiar;38,774906;-9,155334;T;Y;Y;11508
259;Esc. Pintor Almada Negreiros;Esc. Pintor Almada Negreiros;38,7772789001465;-9,14643287658691;T;Y;Y;11509
260;Av. Carlos Paredes;Av. Carlos Paredes;38,7744102478027;-9,15174674987793;T;Y;Y;11510
261;Esc. Pintor Almada Negreiros;Esc. Pintor Almada Negreiros;38,7771301269531;-9,1464672088623;T;Y;Y;11511
262;R. Helena Vaz Silva;R. Helena Vaz Silva;38,7732391357422;-9,153000831604;T;Y;Y;11512
263;R. Helena Vaz Silva;R. Helena Vaz Silva;38,7730293273926;-9,15325927734375;T;Y;Y;11513
264;Av. David Mourão Ferreira;Av. David Mourão Ferreira;38,777468;-9,15202;T;Y;Y;11517
265;Av. Maria Helena Vieira Silva;Av. Maria Helena Vieira Silva;38,7668800354004;-9,15103530883789;T;Y;Y;11518
266;Av. Maria Helena Vieira Silva;Av. Maria Helena Vieira Silva;38,7668685913086;-9,15168285369873;T;Y;Y;11519
267;Estr. Forte (Escola);Estr. Forte (Escola);38,7907485961914;-9,15076065063477;T;Y;Y;11601
268;Estr. Forte (Escola);Estr. Forte (Escola);38,7904014587402;-9,1506462097168;T;Y;Y;11602
269;Galinheiras;Galinheiras;38,7922706604004;-9,15076732635498;T;Y;Y;11603
270;Az. Galinheiras;Az. Galinheiras;38,7937698364258;-9,14987277984619;T;Y;Y;11604
271;Qta. Balsares;Qta. Balsares;38,7934989929199;-9,15205001831055;T;Y;Y;11605
272;Az. Galinheiras;Az. Galinheiras;38,7938804626465;-9,14991664886475;T;Y;Y;11606
273;Grafanil;Grafanil;38,7931594848633;-9,1554069519043;T;Y;Y;11607
274;Galinheiras;Galinheiras;38,7924308776855;-9,15025043487549;T;Y;Y;11608
275;Qta. Torrinha;Qta. Torrinha;38,7908897399902;-9,15730476379395;T;Y;Y;11609
276;Qta. Balsares;Qta. Balsares;38,7940788269043;-9,15200042724609;T;Y;Y;11610
277;Qta. Balsares;Qta. Balsares;38,7933807373047;-9,15313720703125;T;Y;Y;11611
278;Grafanil;Grafanil;38,7931213378906;-9,15523910522461;T;Y;Y;11612
279;Galinheiras;Galinheiras;38,7920799255371;-9,15030002593994;T;Y;Y;11613
280;Qta. Torrinha;Qta. Torrinha;38,7906112670898;-9,15734672546387;T;Y;Y;11614
281;Rampa Mercado;Rampa Mercado;38,7923889160156;-9,14811611175537;T;Y;Y;11615
282;Qta. Balsares;Qta. Balsares;38,793270111084;-9,15311241149902;T;Y;Y;11616
283;Rampa Mercado;Rampa Mercado;38,7927589416504;-9,14818000793457;T;Y;Y;11617
284;Torrinha;Torrinha;38,787769317627;-9,15907573699951;T;Y;Y;11618
285;Piscina Municipal Ameixoeira;Piscina Municipal Ameixoeira;38,7858810424805;-9,15969085693359;T;Y;Y;11619
286;Torrinha;Torrinha;38,7881202697754;-9,15861415863037;T;Y;Y;11620
287;Cemiterio Alto S. João;Cemiterio Alto S. João;38,7291297912598;-9,12240791320801;T;Y;Y;11701
288;Cemiterio Alto S. João;Cemiterio Alto S. João;38,7288589477539;-9,12219333648682;T;Y;Y;11702
289;Av. Afonso III;Av. Afonso III;38,7276992797852;-9,11964797973633;T;Y;Y;11703
290;Av. Afonso III;Av. Afonso III;38,7274894714355;-9,11960887908936;T;Y;Y;11704
291;Vale Escuro;Vale Escuro;38,7283592224121;-9,12434673309326;T;Y;Y;11705
292;Vale Escuro;Vale Escuro;38,7283706665039;-9,12467288970947;T;Y;Y;11706
293;R. Castelo Branco Saraiva;R. Castelo Branco Saraiva;38,7257690429688;-9,12242603302002;T;Y;Y;11707
294;R. Castelo Branco Saraiva;R. Castelo Branco Saraiva;38,725040435791;-9,12239837646484;T;Y;Y;11708
295;Estadio Tapadinha;Estadio Tapadinha;38,7096786499023;-9,17945671081543;T;Y;Y;11801
296;Estadio Tapadinha;Estadio Tapadinha;38,7095413208008;-9,17957782745361;T;Y;Y;11802
297;B.º Alvito;B.º Alvito;38,7142295837402;-9,18181037902832;T;Y;Y;11803
299;Clube Tenis;Clube Tenis;38,7169914245605;-9,18387985229492;T;Y;Y;11805
300;Estr. Alvito (Clube Desportivo);Estr. Alvito (Clube Desportivo);38,71647;-9,183741;T;Y;Y;11806
301;Av. Ceuta / R. Arco Carvalhão;Av. Ceuta / R. Arco Carvalhão;38,7193717956543;-9,17479038238525;T;Y;Y;11901
302;Av. Ceuta / R. Arco Carvalhão;Av. Ceuta / R. Arco Carvalhão;38,7186698913574;-9,17504692077637;T;Y;Y;11902
303;B.º Loureiro - Av. Ceuta;B.º Loureiro - Av. Ceuta;38,7158699035645;-9,17551136016846;T;Y;Y;11903
304;B.º Loureiro - Av. Ceuta;B.º Loureiro - Av. Ceuta;38,7159194946289;-9,17580509185791;T;Y;Y;11904
305;Alto Sto. Amaro;Alto Sto. Amaro;38,7023696899414;-9,18798923492432;T;Y;Y;12001
306;Jardim Alto Sto. Amaro;Jardim Alto Sto. Amaro;38,7041893005371;-9,18553352355957;T;Y;Y;12002
307;Jardim Alto Sto. Amaro;Jardim Alto Sto. Amaro;38,7044792175293;-9,184814453125;T;Y;Y;12003
308;R. Luis Camoes;R. Luis Camoes;38,7045288085938;-9,18304824829102;T;Y;Y;12004
309;R. Luis Camoes;R. Luis Camoes;38,7041091918945;-9,18277072906494;T;Y;Y;12005
310;Alto Sto. Amaro;Alto Sto. Amaro;38,7050590515137;-9,18770122528076;T;Y;Y;12006
311;Alto Sto. Amaro;Alto Sto. Amaro;38,7048797607422;-9,18744373321533;T;Y;Y;12007
312;R. Alianca Operaria;R. Alianca Operaria;38,7043609619141;-9,18954658508301;T;Y;Y;12008
313;Mq. Pombal - Av. Duque Loule;Mq. Pombal - Av. Duque Loule;38,7262191772461;-9,14741325378418;T;Y;Y;1201
314;Alto Sto. Amaro;Alto Sto. Amaro;38,7041511535645;-9,18997383117676;T;Y;Y;12010
315;R. João Barros;R. João Barros;38,7052803039551;-9,18541526794434;T;Y;Y;12011
316;R. João Barros;R. João Barros;38,7054901123047;-9,18529796600342;T;Y;Y;12012
317;Pavilhão Desportivo Ajuda;Pavilhão Desportivo Ajuda;38,7060203552246;-9,18224620819092;T;Y;Y;12013
318;Pavilhão Desportivo Ajuda;Pavilhão Desportivo Ajuda;38,7060890197754;-9,18289279937744;T;Y;Y;12014
319;Mq. Pombal - Av. Duque Loule;Mq. Pombal - Av. Duque Loule;38,7255706787109;-9,14861869812012;T;Y;Y;1202
320;Marquês Pombal;Marquês Pombal;38,7263412475586;-9,14945220947266;T;Y;Y;1203
321;MARQUÊS POMBAL;MARQUÊS POMBAL;38,7264213562012;-9,14964199066162;T;N;N;1204
322;Mq. Pombal - Av. Fonte P. Melo;Mq. Pombal - Av. Fonte P. Melo;38,726619720459;-9,14907741546631;T;Y;Y;1205
323;Mq. Pombal - Av. Fonte P. Melo;Mq. Pombal - Av. Fonte P. Melo;38,7267608642578;-9,14943027496338;T;Y;Y;1206
324;Mq. Pombal - R. Braamcamp;Mq. Pombal - R. Braamcamp;38,7241287231445;-9,1506462097168;T;Y;Y;1207
325;Mq. Pombal - R. Braamcamp;Mq. Pombal - R. Braamcamp;38,7238998413086;-9,15098285675049;T;Y;Y;1208
327;Marquês Pombal;Marquês Pombal;38,7263603210449;-9,14967441558838;T;Y;Y;1210
328;Calvario;Calvario;38,704556;-9,176501;T;Y;Y;12101
329;Calvario;Calvario;38,70465962;-9,17657076;T;Y;Y;12102
330;Calvario;Calvario;38,7048797607422;-9,17730331420898;T;Y;Y;12103
331;Calvario;Calvario;38,7054710388184;-9,17735958099365;T;Y;Y;12104
332;Calvario;Calvario;38,70539399;-9,17631;T;Y;Y;12105
333;Est. Sto. Amaro;Est. Sto. Amaro;38,7024192810059;-9,18032360076904;T;Y;Y;12106
334;Est. Sto. Amaro;Est. Sto. Amaro;38,703010559082;-9,17974662780762;T;Y;Y;12107
2;Lapa;Lapa;38,7111998;-9,1583279;T;Y;Y;10003
3;Lapa;Lapa;38,7109794616699;-9,15847587585449;T;Y;Y;10004
4;R. S. Domingos à Lapa;R. S. Domingos à Lapa;38,709300994873;-9,16171264648438;T;Y;Y;10006
5;R. Garcia Orta;R. Garcia Orta;38,7072715759277;-9,16140460968018;T;Y;Y;10007
6;R. Garcia Orta;R. Garcia Orta;38,7073402404785;-9,1613130569458;T;Y;Y;10008
7;R. S. João Mata;R. S. João Mata;38,7078895568848;-9,15909099578857;T;Y;Y;10009
9;R. S. João Mata;R. S. João Mata;38,7076988220215;-9,15967082977295;T;Y;Y;10010
10;R. Buenos Aires;R. Buenos Aires;38,7113189697266;-9,16093826293945;T;Y;Y;10011
11;R. Buenos Aires;R. Buenos Aires;38,7121200561523;-9,16036224365234;T;Y;Y;10012
12;R. Santana à Lapa;R. Santana à Lapa;38,7100486755371;-9,16246223449707;T;Y;Y;10013
13;R. Santana à Lapa;R. Santana à Lapa;38,7105712890625;-9,16168975830078;T;Y;Y;10014
14;R. S. Domingos à Lapa;R. S. Domingos à Lapa;38,7089195251465;-9,16192054748535;T;Y;Y;10015
15;R. S. Domingos à Lapa;R. S. Domingos à Lapa;38,709706;-9,162437;T;Y;Y;10016
16;Restauradores;Restauradores;38,7155990600586;-9,14205074310303;T;Y;Y;1002
17;Restauradores;Restauradores;38,7156295776367;-9,14125633239746;T;Y;Y;1003
18;Restauradores;Restauradores;38,7154388427734;-9,1419038772583;T;Y;Y;1004
19;Restauradores;Restauradores;38,7159805297852;-9,14155578613281;T;Y;Y;1005
20;Restauradores;Restauradores;38,7156295776367;-9,14191818237305;T;Y;Y;1006
21;Restauradores;Restauradores;38,716178894043;-9,1415433883667;T;Y;Y;1007
22;Restauradores;Restauradores;38,7157897949219;-9,14206218719482;T;Y;Y;1008
23;Restauradores;Restauradores;38,715461730957;-9,14177322387695;T;Y;Y;1009
24;Esc. Rainha D. Leonor;Esc. Rainha D. Leonor;38,751838684082;-9,14313316345215;T;Y;Y;101
25;Restauradores;Restauradores;38,7161712646484;-9,1417236328125;T;Y;Y;1010
26;Av. Inf. Santo (Gasometro);Av. Inf. Santo (Gasometro);38,7098693847656;-9,16586017608643;T;Y;Y;10101
27;Av. Inf. Santo (Gasometro);Av. Inf. Santo (Gasometro);38,7094306945801;-9,16667747497559;T;Y;Y;10102
28;Av. Inf. Santo / R. Santana à Lapa;Av. Inf. Santo / R. Santana à Lapa;38,7120208740234;-9,16334342956543;T;Y;Y;10103
29;Av. Inf. Santo / R. Santana à Lapa;Av. Inf. Santo / R. Santana à Lapa;38,7113990783691;-9,1643705368042;T;Y;Y;10104
30;Fonte Santa;Fonte Santa;38,7118911743164;-9,16897010803223;T;Y;Y;10105
31;Fonte Santa;Fonte Santa;38,7119903564453;-9,16862869262695;T;Y;Y;10106
32;Esc. Josefa obidos;Esc. Josefa obidos;38,7127304077148;-9,16695117950439;T;Y;Y;10107
33;Esc. Josefa obidos;Esc. Josefa obidos;38,7126808166504;-9,16647052764893;T;Y;Y;10108
34;Av. Inf. Santo / R. Santana à Lapa;Av. Inf. Santo / R. Santana à Lapa;38,7117614746094;-9,16392993927002;T;Y;Y;10109
35;RESTAURADORES;RESTAURADORES;38,7157516479492;-9,14217853546143;T;N;N;1011
36;AV. INF. SANTO / R. SANT. LAPA;AV. INF. SANTO / R. SANT. LAPA;38,7112007141113;-9,16367053985596;T;Y;Y;10110
37;R. Santana à Lapa / R. Possolo;R. Santana à Lapa / R. Possolo;38,7126083374023;-9,16498279571533;T;Y;Y;10111
38;Esc. Rainha D. Leonor;Esc. Rainha D. Leonor;38,7520904541016;-9,14361667633057;T;Y;Y;102
39;Av. Infante Santo;Av. Infante Santo;38,7034683227539;-9,16704177856445;T;Y;Y;10201
40;Av. Infante Santo;Av. Infante Santo;38,703540802002;-9,16769504547119;T;Y;Y;10202
41;Av. Infante Santo;Av. Infante Santo;38,7041893005371;-9,16795825958252;T;Y;Y;10203
42;Av. Infante Santo;Av. Infante Santo;38,703800201416;-9,16823863983154;T;Y;Y;10204
43;Cova Moura;Cova Moura;38,7071495056152;-9,16740322113037;T;Y;Y;10205
44;Cova Moura;Cova Moura;38,7070198059082;-9,16763114929199;T;Y;Y;10206
45;Pc. Armada;Pc. Armada;38,7049789428711;-9,17029666900635;T;Y;Y;10207
46;Pc. Armada;Pc. Armada;38,7052993774414;-9,17067241668701;T;Y;Y;10208
47;Av. Infante Santo;Av. Infante Santo;38,70458984375;-9,16736602783203;T;Y;Y;10209
48;Av. Infante Santo;Av. Infante Santo;38,704761505127;-9,16776084899902;T;Y;Y;10210
49;R. Presidente Arriaga;R. Presidente Arriaga;38,7044792175293;-9,16418743133545;T;Y;Y;10211
50;R. Presidente Arriaga;R. Presidente Arriaga;38,7046089172363;-9,16359615325928;T;Y;Y;10212
51;Pc. Alvalade (Esc. Eugenio Santos);Pc. Alvalade (Esc. Eugenio Santos);38,7542190551758;-9,14442157745361;T;Y;Y;103
52;Cc. Ajuda (GNR);Cc. Ajuda (GNR);38,70638;-9,199194;T;Y;Y;10301
53;Cc. Ajuda (GNR);Cc. Ajuda (GNR);38,7064399719238;-9,19905757904053;T;Y;Y;10302
54;Lg. Ajuda (Palacio);Lg. Ajuda (Palacio);38,7077484130859;-9,19647789001465;T;Y;Y;10303
55;Lg. Ajuda (Palacio);Lg. Ajuda (Palacio);38,7075996398926;-9,19616317749023;T;Y;Y;10304
56;R. Cruzeiro;R. Cruzeiro;38,7096214294434;-9,19486141204834;T;Y;Y;10305
57;R. Cruzeiro;R. Cruzeiro;38,7095108032227;-9,1947717666626;T;Y;Y;10306
58;R. Sítio;R. Sítio;38,7108612060547;-9,19343376159668;T;Y;Y;10307
59;R. Sítio;R. Sítio;38,710620880127;-9,19356536865234;T;Y;Y;10308
60;Casalinho Ajuda;Casalinho Ajuda;38,7091903686523;-9,19200134277344;T;Y;Y;10309
61;Cc. Ajuda (Palacio);Cc. Ajuda (Palacio);38,7074584960938;-9,19898223876953;T;Y;Y;10310
62;Cc. Ajuda (Palacio);Cc. Ajuda (Palacio);38,7071685791016;-9,19910335540771;T;Y;Y;10311
63;Polo Universitario Ajuda;Polo Universitario Ajuda;38,7128295898438;-9,19589042663574;T;Y;Y;10313
64;R. Cruzeiro;R. Cruzeiro;38,7100601196289;-9,1949634552002;T;Y;Y;10314
65;Polo Universitario Ajuda;Polo Universitario Ajuda;38,7139701843262;-9,19698143005371;T;Y;Y;10315
66;Polo Universitario Ajuda - Av. Universidade;Polo Universitario Ajuda - Av. Universidade;38,7115592956543;-9,19543170928955;T;Y;Y;10316
67;Polo Universitario Ajuda - Av. Universidade;Polo Universitario Ajuda - Av. Universidade;38,7114906311035;-9,19583320617676;T;Y;Y;10317
68;Pc. Alvalade (Esc. Eugenio Santos);Pc. Alvalade (Esc. Eugenio Santos);38,7540512084961;-9,14463996887207;T;Y;Y;104
69;Caselas;Caselas;38,7169799804688;-9,21311569213867;T;Y;Y;10401
70;Fonte Caselas;Fonte Caselas;38,7158012390137;-9,21470260620117;T;Y;Y;10402
71;Fonte Caselas;Fonte Caselas;38,7157096862793;-9,21480083465576;T;Y;Y;10403
72;Caselas;Caselas;38,7169990539551;-9,21289539337158;T;Y;Y;10404
73;Estr. Queluz;Estr. Queluz;38,7175216674805;-9,20987987518311;T;Y;Y;10405
74;Estr. Queluz;Estr. Queluz;38,7174606323242;-9,20953464508057;T;Y;Y;10406
75;Pc. Alvalade;Pc. Alvalade;38,7534790039063;-9,14257717132568;T;Y;Y;105
76;Pc. Luis Camoes (B.º Alto);Pc. Luis Camoes (B.º Alto);38,710955;-9,1429;T;Y;Y;10501
77;Pc. Luis Camoes (B.º Alto);Pc. Luis Camoes (B.º Alto);38,70994;-9,143152;T;Y;Y;10502
78;Lg. Trindade Coelho;Lg. Trindade Coelho;38,7131805419922;-9,14333438873291;T;Y;Y;10503
79;Lg. Trindade Coelho;Lg. Trindade Coelho;38,7125511169434;-9,14321327209473;T;Y;Y;10504
80;R. Rosa;R. Rosa;38,712705;-9,145311;T;Y;Y;10505
81;R. Rosa;R. Rosa;38,7123107910156;-9,14530086517334;T;Y;Y;10506
82;Calhariz (Bica);Calhariz (Bica);38,7108001708984;-9,14532375335693;T;Y;Y;10510
83;Calhariz (Bica);Calhariz (Bica);38,7108192443848;-9,14600467681885;T;Y;Y;10511
84;Pc. Luis Camoes (B.º Alto);Pc. Luis Camoes (B.º Alto);38,710786;-9,143591;T;Y;Y;10512
85;Pc. Luis Camoes (B.º Alto);Pc. Luis Camoes (B.º Alto);38,710484;-9,143812;T;N;Y;10513
86;Chiado;Chiado;38,710319519043;-9,14201068878174;T;Y;Y;10514
87;Chiado;Chiado;38,7100791931152;-9,14246368408203;T;Y;Y;10515
88;R. Vitor Cordon / R. Serpa Pinto;R. Vitor Cordon / R. Serpa Pinto;38,7082595825195;-9,14198207855225;T;Y;Y;10516
89;R. Vitor Cordon;R. Vitor Cordon;38,7079391479492;-9,142578125;T;Y;Y;10517
90;Lg. Academia Nacional Belas Artes;Lg. Academia Nacional Belas Artes;38,7080688476563;-9,14046382904053;T;Y;Y;10518
91;R. Vitor Cordon / R. Serpa Pinto;R. Vitor Cordon / R. Serpa Pinto;38,7079582214355;-9,14142227172852;T;Y;Y;10519
92;Lg. Academia Nacional Belas Artes;Lg. Academia Nacional Belas Artes;38,7080383300781;-9,13990116119385;T;Y;Y;10521
93;Pc. Alvalade (Esc. Eugenio Santos);Pc. Alvalade (Esc. Eugenio Santos);38,7547416687012;-9,1446590423584;T;Y;Y;106
94;Elevador Gloria;Elevador Gloria;38,7149085998535;-9,1444787979126;T;Y;Y;10601
95;Elevador Gloria;Elevador Gloria;38,7145004272461;-9,14435482025146;T;Y;Y;10602
97;S. Pedro Alcantara;S. Pedro Alcantara;38,715461730957;-9,14509391784668;T;Y;Y;10604
98;Príncipe Real;Príncipe Real;38,71657;-9,14811;T;Y;Y;10605
99;Príncipe Real;Príncipe Real;38,7166595458984;-9,14851570129395;T;Y;Y;10606
100;R. Escola Politecnica;R. Escola Politecnica;38,71807;-9,151939;T;Y;Y;10607
101;R. Escola Politecnica;R. Escola Politecnica;38,7175407409668;-9,15104675292969;T;Y;Y;10608
102;Príncipe Real;Príncipe Real;38,716526;-9,14817;T;Y;Y;10609
103;Príncipe Real;Príncipe Real;38,716024;-9,14824;T;Y;Y;10610
104;R. Nova S. Mamede;R. Nova S. Mamede;38,719648;-9,151141;T;Y;Y;10612
105;C. Comercial Alvalade;C. Comercial Alvalade;38,752628326416;-9,14521408081055;T;Y;Y;107
106;S. Domingos Benfica;S. Domingos Benfica;38,7455596923828;-9,18175983428955;T;Y;Y;10701
107;S. Domingos Benfica;S. Domingos Benfica;38,7457008361816;-9,18172454833984;T;Y;Y;10702
108;B.º Novo;B.º Novo;38,7443389892578;-9,17874240875244;T;Y;Y;10703
109;B.º Novo;B.º Novo;38,7444190979004;-9,17870903015137;T;Y;Y;10704
110;R. Duarte Galvão;R. Duarte Galvão;38,7436981201172;-9,17609024047852;T;Y;Y;10705
111;R. Duarte Galvão;R. Duarte Galvão;38,7436103820801;-9,17552375793457;T;Y;Y;10706
112;Esc. Delfim Santos;Esc. Delfim Santos;38,748161315918;-9,18095779418945;T;Y;Y;10707
113;Esc. Delfim Santos;Esc. Delfim Santos;38,7484893798828;-9,18165588378906;T;Y;Y;10708
114;Alto Moinhos (Metro);Alto Moinhos (Metro);38,7493591308594;-9,18023681640625;T;Y;Y;10709
115;Alto Moinhos (Metro);Alto Moinhos (Metro);38,7492599487305;-9,18010139465332;T;Y;Y;10710
116;R. Conde Almoster / Tv. S. Domingos;R. Conde Almoster / Tv. S. Domingos;38,7434196472168;-9,18055534362793;T;Y;Y;10711
118;Cruz Pedra;Cruz Pedra;38,7419395446777;-9,17526054382324;T;Y;Y;10713
119;B.º Furnas;B.º Furnas;38,7412300109863;-9,17619800567627;T;Y;Y;10714
120;R. S. Domingos (Furnas);R. S. Domingos (Furnas);38,7425994873047;-9,17402362823486;T;Y;Y;10715
121;R. Sousa Loureiro;R. Sousa Loureiro;38,7443809509277;-9,18337917327881;T;Y;Y;10716
122;R. Sousa Loureiro;R. Sousa Loureiro;38,7447814941406;-9,1839714050293;T;Y;Y;10717
123;R. Francisco Gentil Martins;R. Francisco Gentil Martins;38,740119934082;-9,17397880554199;T;Y;Y;10718
124;Tv. S. Domingos Benfica;Tv. S. Domingos Benfica;38,7423210144043;-9,18189430236816;T;Y;Y;10719
125;Mercado S. Domingos Benfica;Mercado S. Domingos Benfica;38,7425804138184;-9,18193244934082;T;Y;Y;10720
126;Palacio Marquês Fronteira;Palacio Marquês Fronteira;38,7403907775879;-9,18014430999756;T;Y;Y;10721
127;Palacio Marquês Fronteira;Palacio Marquês Fronteira;38,7405090332031;-9,18008232116699;T;Y;Y;10722
128;B.º Calhau;B.º Calhau;38,7392807006836;-9,17751693725586;T;Y;Y;10723
129;Estr. Barcal / Estr. Serafina;Estr. Barcal / Estr. Serafina;38,7369499206543;-9,18302726745605;T;Y;Y;10724
130;Estr. Barcal / Estr. Serafina;Estr. Barcal / Estr. Serafina;38,7366714477539;-9,18259620666504;T;Y;Y;10725
131;Pq. Recreativo Alto Serafina;Pq. Recreativo Alto Serafina;38,7360191345215;-9,18052291870117;T;Y;Y;10726
132;Espaco Monsanto;Espaco Monsanto;38,7405700683594;-9,18642902374268;T;Y;Y;10727
133;Pc. Alvalade;Pc. Alvalade;38,7534217834473;-9,14327621459961;T;Y;Y;108
134;Esc. Pedro Santarem;Esc. Pedro Santarem;38,7497596740723;-9,19439315795898;T;Y;Y;10801
135;Esc. Pedro Santarem;Esc. Pedro Santarem;38,7501411437988;-9,19558906555176;T;Y;Y;10802
136;Calhariz (Escola);Calhariz (Escola);38,7482044;-9,1925714;T;N;Y;10803
137;Calhariz;Calhariz;38,7495994567871;-9,19131660461426;T;Y;Y;10804
138;R. Prof. Reinaldo Santos;R. Prof. Reinaldo Santos;38,747688293457;-9,18832015991211;T;Y;Y;10805
139;Calhariz;Calhariz;38,7491683959961;-9,19047164916992;T;Y;Y;10806
140;Calhariz;Calhariz;38,748649597168;-9,19117736816406;T;Y;Y;10807
141;Colegio Militar (Metro);Colegio Militar (Metro);38,7524490356445;-9,18904399871826;T;Y;Y;10808
142;Estadio Luz;Estadio Luz;38,7543411254883;-9,18512344360352;T;Y;Y;10809
143;Estadio Luz;Estadio Luz;38,7540512084961;-9,18603610992432;T;Y;Y;10810
144;Colegio Militar (Metro);Colegio Militar (Metro);38,7525405883789;-9,18966484069824;T;Y;Y;10812
145;Colegio Militar (Metro);Colegio Militar (Metro);38,7528610229492;-9,18812847137451;T;Y;Y;10813
146;Calhariz;Calhariz;38,7489700317383;-9,19128704071045;T;Y;Y;10814
147;Calhariz - R. Ten. Coronel Ribeiro Reis;Calhariz - R. Ten. Coronel Ribeiro Reis;38,7463417053223;-9,18965625762939;T;Y;Y;10815
148;Colegio Militar (Metro);Colegio Militar (Metro);38,752010345459;-9,1879186630249;T;Y;Y;10816
149;R. Carolina Michaelis Vasconcelos;R. Carolina Michaelis Vasconcelos;38,7442588806152;-9,19429969787598;T;Y;Y;10817
150;R. Carolina Michaelis Vasconcelos;R. Carolina Michaelis Vasconcelos;38,744499206543;-9,19304466247559;T;Y;Y;10818
151;Colegio Militar (Metro);Colegio Militar (Metro);38,7527389526367;-9,18946075439453;T;Y;Y;10819
152;Colegio Militar (Metro);Colegio Militar (Metro);38,7526588439941;-9,18989181518555;T;Y;Y;10820
153;R. Prof. Reinaldo Santos;R. Prof. Reinaldo Santos;38,7470588684082;-9,18810653686523;T;Y;Y;10821
154;Calhariz - R. Ten. Coronel Ribeiro Reis;Calhariz - R. Ten. Coronel Ribeiro Reis;38,7462692260742;-9,18982315063477;T;Y;Y;10822
155;R. Prof. Reinaldo Santos;R. Prof. Reinaldo Santos;38,7478103637695;-9,18849468231201;T;Y;Y;10824
156;R. Augusto Pina;R. Augusto Pina;38,7495002746582;-9,18562030792236;T;Y;Y;10825
157;R. Prof. Reinaldo Santos;R. Prof. Reinaldo Santos;38,7472686767578;-9,1888952255249;T;Y;Y;10826
158;Colegio Militar (Metro);Colegio Militar (Metro);38,7517318725586;-9,18759918212891;T;Y;Y;10827
159;R. Augusto Pina;R. Augusto Pina;38,7496490478516;-9,18619823455811;T;Y;Y;10828
160;Pupilos Exercito;Pupilos Exercito;38,7467002868652;-9,18459415435791;T;Y;Y;10829
161;Pupilos Exercito;Pupilos Exercito;38,7468109130859;-9,1846170425415;T;Y;Y;10830
162;R. Carolina Michaelis Vasconcelos;R. Carolina Michaelis Vasconcelos;38,7444610595703;-9,19417476654053;T;Y;Y;10831
164;Colegio Militar (Metro);Colegio Militar (Metro);38,7528610229492;-9,18968677520752;T;Y;Y;10833
165;Esc. Pedro Santarem;Esc. Pedro Santarem;38,7497406005859;-9,1942720413208;T;Y;Y;10835
166;CALHARIZ (C. MICHAELIS);CALHARIZ (C. MICHAELIS);38,7449684143066;-9,18895530700684;T;Y;Y;10836
167;CALHARIZ (C. MICHAELIS);CALHARIZ (C. MICHAELIS);38,7448196411133;-9,18916320800781;T;Y;Y;10837
168;R. Carolina M. Vasconcelos / R. Jose P. Chaves;R. Carolina M. Vasconcelos / R. Jose P. Chaves;38,7444915771484;-9,19203567504883;T;Y;Y;10838
169;Estr. Benfica (Mercado);Estr. Benfica (Mercado);38,7520408630371;-9,20549964904785;T;Y;Y;10901
170;Estr. Benfica (Mercado);Estr. Benfica (Mercado);38,7520713806152;-9,20534706115723;T;Y;Y;10902
171;Igreja Benfica;Igreja Benfica;38,7506484985352;-9,20144176483154;T;Y;Y;10903
172;Igreja Benfica;Igreja Benfica;38,7508201599121;-9,2017240524292;T;Y;Y;10904
174;Estr. Benfica / Av. Gomes Pereira;Estr. Benfica / Av. Gomes Pereira;38,7508087158203;-9,19865989685059;T;Y;Y;10906
175;Estr. Benfica / Av. Gomes Pereira;Estr. Benfica / Av. Gomes Pereira;38,7497787475586;-9,19750595092773;T;Y;Y;10907
176;Estr. Benfica / Av. Gomes Pereira;Estr. Benfica / Av. Gomes Pereira;38,7492980957031;-9,19767189025879;T;Y;Y;10908
177;Estr. Arneiros;Estr. Arneiros;38,7541999816895;-9,1977710723877;T;Y;Y;10909
178;Estr. Arneiros;Estr. Arneiros;38,7544784545898;-9,19781970977783;T;Y;Y;10910
179;Qta. Granja - Av. Uruguai;Qta. Granja - Av. Uruguai;38,7528686523438;-9,19681644439697;T;Y;Y;10911
181;Av. Uruguai;Av. Uruguai;38,7514381408691;-9,19749164581299;T;Y;Y;10913
